Geneid	SRR085471	SRR085473	SRR085474	SRR087416	SRR085725	SRR085726
DLGAP5	1	0	0	0	0	0
LOC105370508	6	0	3	1	3	3
LOC107984708	2	1	0	1	1	0
FBXO34-AS1	1	0	4	1	1	0
FBXO34	668	68	679	388	488	386
ATG14	317	59	262	189	260	174
TBPL2	0	0	0	0	1	0
KTN1-AS1	7	0	6	2	4	1
KTN1	647	695	787	943	1109	1006
LOC124903320	0	0	0	0	0	0
RPL13AP3	2	3	2	1	3	2
LINC00520	0	1	0	0	0	0
LOC105370511	0	0	0	0	0	0
LOC102723670	15	11	20	60	24	42
LOC105370512	0	0	0	1	0	0
LOC105370513	0	0	0	1	0	1
PELI2	121	86	88	114	306	102
LINC02284	0	0	0	3	1	1
LOC101927690	0	0	0	0	0	0
TMEM260	149	26	150	110	128	109
LOC124903322	0	0	0	0	0	0
OTX2	6	0	0	0	44	0
OTX2-AS1	2	0	0	0	0	0
LOC124903323	0	0	0	0	0	0
LOC124903324	0	0	0	0	0	0
EXOC5	358	88	316	224	443	233
AP5M1	376	73	401	286	526	225
NAA30	349	52	303	262	336	227
CCDC198	1	0	0	0	0	0
LOC105370519	2	0	1	2	11	2
SLC35F4	8	1	8	1	32	2
LOC105370518	2	0	0	1	3	0
ARMH4	147	25	140	33	193	38
ACTR10	638	27	646	370	508	299
TRK-CTT1-1	0	0	0	0	0	0
PSMA3	259	39	230	235	219	207
PSMA3-AS1	157	103	160	213	192	208
LINC00216	3	3	3	3	2	1
ARID4A	251	124	235	314	343	299
TOMM20L-DT	0	0	1	1	0	0
TOMM20L	4	1	2	1	1	0
TIMM9	115	24	92	116	108	103
KIAA0586	117	35	143	121	188	154
DACT1	136	9	102	48	217	82
LOC102723725	0	0	0	0	0	0
LINC01500	0	0	1	0	1	0
LOC124903325	0	1	1	0	2	0
LOC107984692	0	0	0	0	0	0
LOC107984642	6	0	1	0	0	0
DAAM1	255	83	264	262	367	233
GPR135	61	14	50	28	53	29
L3HYPDH	107	12	114	52	85	84
JKAMP	317	33	301	217	322	185
LOC124903326	5	1	3	1	7	1
CCDC175	0	5	3	1	31	3
RTN1	9768	314	11105	5423	8027	5936
MIR5586	0	0	0	0	0	0
LRRC9	16	2	4	3	8	4
PCNX4-DT	1	0	0	0	1	0
PCNX4	362	63	332	205	412	210
DHRS7	356	41	382	236	380	242
LOC101927702	0	0	2	0	3	0
PPM1A	866	206	1081	688	1509	630
LINC02322	0	0	0	0	0	0
C14orf39	0	0	0	2	0	0
SIX6	0	0	0	0	0	0
SALRNA1	0	0	0	0	0	0
SIX1	1	0	3	2	4	4
MIR9718	0	0	0	0	0	0
SIX4	11	7	22	33	33	23
MNAT1	100	20	99	96	89	86
TRMT5	88	14	120	62	128	68
SLC38A6	68	65	52	115	67	92
LOC101927756	0	0	3	1	0	0
PRKCH	98	47	108	66	86	56
TMEM30B	11	1	8	4	11	3
PRKCH-AS1	4	6	9	6	1	7
LOC105370525	10	3	7	3	24	1
LINC01303	1	0	0	0	11	1
LINC03033	0	0	0	0	2	0
HIF1A-AS1	1	0	2	1	1	0
HIF1A	357	36	394	109	666	164
HIF1A-AS3	1	0	0	3	1	2
HIF1A-AS2	0	0	0	0	0	0
SNAPC1	34	7	36	33	40	26
SYT16	743	64	836	446	647	373
SERTAD4BP	228	21	243	117	102	110
LINC00644	0	0	0	0	0	0
LOC105370529	1	0	0	0	0	0
LOC105370528	0	0	0	0	0	0
KCNH5	191	16	242	139	159	76
LOC105370531	14	1	16	7	6	13
LOC105370530	0	0	0	0	0	0
RHOJ	130	91	102	119	90	140
GPHB5	0	0	0	2	1	0
PPP2R5E	354	56	385	206	412	153
LOC124903414	0	0	0	0	0	0
LOC112268140	3	0	2	2	0	1
WDR89	68	26	55	74	87	59
LOC105370532	8	9	6	8	4	20
SGPP1	0	0	0	0	0	0
LOC124903327	0	0	0	0	0	0
SYNE2	193	71	196	173	565	238
MIR548H1	0	0	0	0	1	0
ESR2	12	3	18	9	10	16
LOC124903328	0	0	0	0	0	0
TEX21P	2	1	3	1	3	0
MTHFD1	405	78	403	200	311	226
ZBTB25	184	50	164	138	197	105
AKAP5	396	15	486	173	254	158
ZBTB1	176	54	163	178	209	172
HSPA2-AS1	2	0	1	1	1	0
HSPA2	2601	910	3134	1612	1929	2758
PPP1R36	7	5	3	5	4	8
PLEKHG3	1086	368	1014	622	684	830
SPTB	315	37	474	107	1108	133
MIR7855	0	0	0	0	0	0
LOC105370534	0	0	0	1	0	0
CHURC1-FNTB	0	0	0	0	0	0
CHURC1	265	69	231	184	315	178
GPX2	4	2	3	2	1	1
RAB15	1871	345	2109	1306	1290	1432
LOC107984655	1	0	1	2	1	0
FNTB	0	0	0	0	0	0
MAX	470	270	510	694	594	764
MIR4706	1	0	0	0	0	1
LOC100506321	0	0	1	2	1	1
LOC124903329	3	0	3	0	0	2
LINC02324	1	0	0	0	1	0
MIR4708	0	0	0	0	0	0
FUT8	643	104	717	303	443	296
FUT8-AS1	2	5	4	0	2	1
MIR625	0	0	0	0	0	0
LOC107984641	1	1	0	0	1	0
LINC02290	2	2	0	0	0	0
CCDC196	1	0	0	1	1	0
GPHN	546	50	598	253	422	245
LOC124903332	7	4	6	11	4	5
LOC105370538	0	1	0	1	0	0
GARIN2	0	0	4	1	0	0
LOC124903330	1	2	3	0	2	2
PALS1	452	106	496	362	519	330
ATP6V1D	1085	157	928	1057	850	985
EIF2S1	439	100	444	315	428	292
PLEK2	0	1	1	3	3	0
MIR5694	0	0	0	0	0	0
LOC105370542	34	6	30	30	79	31
TMEM229B	352	119	373	279	493	241
PLEKHH1	2644	381	3105	1107	2277	1438
PIGH	111	17	88	51	97	65
ARG2	69	14	98	81	67	78
LOC124903331	36	26	29	27	34	20
VTI1B	644	187	716	389	471	463
RDH11	1215	199	961	756	862	620
RDH12	21	3	21	9	17	15
ZFYVE26	259	68	285	166	325	210
RAD51B	21	15	35	11	15	10
LOC105370546	0	1	1	0	0	0
LOC101927971	1	0	0	0	0	0
LOC124903334	4	18	8	14	3	3
LOC124903335	4	2	3	0	1	1
LOC107984016	6	16	4	7	3	4
LOC100996664	15	24	29	15	13	13
LOC124903333	1	1	3	3	2	1
LOC105370547	2	4	2	2	0	1
LOC107984709	0	0	0	0	0	0
ZFP36L1	874	230	880	368	868	542
ACTN1	1298	313	1373	973	992	1091
LOC124903336	4	1	5	4	1	3
ACTN1-DT	0	0	1	0	0	0
DCAF5	560	137	627	332	533	440
GALNT16-AS1	12	4	11	11	13	10
EXD2	469	67	491	296	414	348
GALNT16	535	216	710	735	681	994
LOC105370549	3	2	3	1	4	0
ERH	455	124	444	516	381	465
SLC39A9	704	89	739	268	476	273
PLEKHD1	36	2	31	20	166	16
CCDC177	88	14	95	41	110	49
SUSD6	407	70	474	209	762	279
LOC100289511	3	1	6	3	7	3
SRSF5	1819	651	1840	1696	1900	2313
SLC10A1	1	1	2	8	1	3
LOC124900353	0	0	0	0	0	0
LOC100506358	0	0	0	7	0	6
SMOC1	507	466	645	284	464	389
SNORD169	1	0	1	1	0	0
SLC8A3	283	22	354	127	143	122
LOC646548	7	2	6	14	5	14
LOC107984686	0	0	0	0	0	0
LOC124903338	0	0	0	0	0	0
ADAM21P1	2	0	0	0	1	0
LOC101928046	0	0	0	0	0	0
LOC105370552	0	0	0	0	0	0
SYNJ2BP-COX16	0	0	0	0	0	0
COX16	51	9	65	23	40	52
LOC124903340	7	17	6	13	10	13
SYNJ2BP	324	116	382	192	323	182
LOC124903339	1	1	2	6	2	1
ADAM21	1	0	4	5	5	3
ADAM20P1	5	5	3	17	16	15
ADAM20	56	51	74	111	124	41
LOC105370556	0	1	0	5	0	1
MED6	108	22	100	103	117	94
TTC9-DT	0	2	2	4	1	3
TTC9	478	35	552	357	408	347
LINC01269	0	0	0	0	0	0
MAP3K9	883	143	1199	521	1112	501
MAP3K9-DT	51	6	69	36	54	34
LOC124903341	0	0	0	0	0	0
PCNX1	518	86	667	278	773	314
LOC105370557	0	0	0	0	1	0
LOC105370706	2	1	0	1	2	1
LOC107984654	0	0	0	0	0	0
SIPA1L1-AS1	9	0	4	5	7	0
SIPA1L1	1641	316	1742	1187	1513	1249
SNORD56B	0	0	0	0	0	0
LOC145474	1	1	2	5	0	0
LOC124903342	2	1	0	1	2	4
RGS6	449	55	511	302	299	283
LOC124903404	0	0	1	0	0	0
LOC124903343	0	1	0	4	0	1
LOC105370559	2	1	2	1	1	0
MIR7843	0	0	0	0	0	0
DPF3	200	99	197	132	703	166
LOC107984711	0	0	0	0	0	0
DCAF4	163	30	150	80	115	91
TRC-GCA8-1	0	0	0	0	0	0
ZFYVE1	406	143	416	286	333	317
RBM25-AS1	9	0	10	8	7	8
RBM25	758	696	793	822	961	788
PSEN1	1008	248	1010	570	666	671
PAPLN	198	76	189	40	80	46
PAPLN-AS1	4	1	3	0	0	1
NUMB	506	106	582	353	530	378
LOC101928143	2	0	1	2	4	0
HEATR4	29	7	16	24	40	23
ACOT1	18	8	15	5	10	8
RIOX1	1	1	3	1	2	0
LOC124903344	2	0	0	1	1	0
ACOT2	72	15	58	30	43	33
ACOT4	60	3	44	24	20	19
ACOT6	8	5	7	7	6	2
DNAL1	435	101	428	235	373	186
PNMA1	2634	199	2875	1600	1987	1635
MIDEAS	422	70	470	268	555	394
LOC124903345	0	1	0	0	0	0
MIR4505	0	0	1	1	0	0
MIDEAS-AS1	12	0	7	0	12	0
LOC124903424	0	0	0	0	0	0
LINC02274	0	0	0	0	2	0
PTGR2	121	57	117	98	115	93
ZNF410	273	98	275	310	207	293
FAM161B	235	21	289	127	208	143
COQ6	73	20	87	51	49	52
ENTPD5	152	23	162	56	173	54
BBOF1	41	14	37	23	37	32
ALDH6A1	1095	211	1059	289	937	311
LIN52	192	44	157	135	147	121
LOC105370563	1	0	0	0	1	0
LOC105370564	0	0	0	0	0	0
VSX2	1	1	1	1	2	0
ABCD4	267	123	262	351	261	386
VRTN	0	1	0	0	0	0
SYNDIG1L	53	15	347	45	133	28
NPC2	292	91	262	209	201	291
MIR4709	0	0	0	0	0	0
ISCA2	127	31	105	61	114	94
LTBP2	76	32	75	60	119	45
LOC124903347	0	0	0	0	0	0
LOC124903346	0	0	0	0	1	0
LOC101928352	0	0	0	0	0	0
LOC105370567	13	3	13	11	5	9
AREL1	703	105	782	258	466	310
FCF1	137	24	154	88	107	65
YLPM1	878	364	1172	690	1062	753
LOC105370569	17	5	25	24	29	12
PROX2	26	5	24	21	15	22
LOC124903348	29	50	23	78	21	86
DLST	533	122	557	334	501	356
RPS6KL1	653	201	559	343	466	417
PGF	15	44	15	43	26	57
LOC107984690	3	5	2	3	4	2
EIF2B2	259	74	281	260	231	304
MLH3	213	87	190	165	222	234
ACYP1	108	42	107	171	121	200
ZC2HC1C	47	13	54	41	31	40
NEK9	504	184	578	417	593	475
TMED10	1193	208	1138	737	1154	815
FOS	1295	50	677	396	593	732
LINC01220	0	3	1	0	1	1
JDP2-AS1	66	6	70	31	44	29
JDP2	214	139	255	329	199	390
LOC105370572	1	0	0	0	0	0
BATF	3	1	1	2	3	18
LOC107984653	0	0	0	0	0	0
FLVCR2-AS1	1	1	1	0	1	0
FLVCR2	17	6	17	8	13	7
ERG28	370	104	336	259	253	276
TTLL5	222	93	303	216	245	223
TGFB3	209	671	226	592	263	970
IFT43	135	66	114	117	95	130
LOC105370573	1	3	3	4	9	4
GPATCH2L	395	100	429	217	549	283
LOC105370575	0	0	0	0	0	0
ESRRB	7	5	6	5	18	4
LOC105370576	0	1	2	0	0	0
LOC105370577	1	1	1	3	0	0
VASH1	588	611	574	419	417	564
VASH1-AS1	5	0	2	2	4	2
ANGEL1	477	114	452	231	434	280
LRRC74A	0	1	0	0	0	0
LOC124903349	4	1	0	0	0	0
LINC01629	1	0	1	0	0	0
IRF2BPL	705	172	719	441	658	632
LOC107984638	35	18	46	33	63	33
LOC105370579	4	5	5	10	10	7
LINC02288	4	0	0	3	2	0
LINC02289	0	3	0	1	3	1
LOC124903350	2	2	2	1	3	3
CIPC	1031	239	1169	653	1024	789
ZDHHC22	882	224	1289	831	638	1108
TMEM63C	465	117	534	360	793	325
LOC124903351	9	1	0	27	57	30
NGB	139	126	216	349	141	357
MIR1260A	0	0	0	0	0	0
POMT2	377	158	368	258	307	358
GSTZ1	169	54	171	58	88	50
TMED8	511	84	534	306	456	238
SAMD15	15	2	29	7	12	16
NOXRED1	7	1	7	7	3	3
VIPAS39	266	56	253	151	188	153
AHSA1	1223	333	1451	2328	1090	3075
ISM2	5	2	18	6	8	2
SPTLC2	806	145	972	559	788	856
ALKBH1	83	12	82	62	80	61
SLIRP	297	106	298	293	181	318
SNW1	250	91	289	243	265	273
C14orf178	1	2	1	2	2	3
ADCK1	216	116	172	115	107	139
LOC105370581	0	0	0	0	0	0
NRXN3	1340	70	1580	486	2181	445
LOC105370589	0	0	1	0	0	0
LOC124903353	1	1	0	3	1	1
LOC105370588	1	0	0	0	0	0
LOC124903352	2	0	1	1	0	3
LOC105370586	0	2	1	1	0	1
LOC124903354	0	0	0	0	0	0
LOC105370583	0	0	0	0	0	0
LOC105370582	0	0	0	0	0	1
LOC107984630	0	0	0	0	0	1
LOC112267892	0	0	0	0	1	0
LOC105370590	0	0	0	0	0	0
LOC105370591	0	0	0	0	0	0
LOC105370593	0	0	0	0	0	0
DIO2	762	127	525	148	211	145
DIO2-AS1	0	0	0	0	0	0
CEP128	21	28	27	28	37	24
TSHR	2	3	2	4	4	1
LOC101928462	19	3	14	19	15	22
LOC105370594	6	1	0	4	6	5
GTF2A1	428	79	449	199	666	211
SNORA79	0	0	0	0	0	0
GTF2A1-AS1	6	2	4	1	3	3
STON2	451	245	527	202	342	302
LINC02308	0	0	0	0	0	0
SEL1L	722	98	907	407	950	371
LINC01467	0	0	1	0	0	0
LINC02311	0	0	0	0	0	0
LOC107984704	0	0	0	0	0	0
LOC105370598	1	0	2	0	0	0
LOC105370599	0	0	1	0	0	0
LOC124903428	0	0	0	0	0	0
LINC02301	2	1	3	0	1	1
LOC105370600	0	0	0	0	1	0
LOC107984645	0	0	0	0	0	0
LOC105370601	1	0	0	2	0	0
LINC02305	0	0	0	0	0	0
LOC124903401	0	0	0	0	0	0
LOC124903402	0	0	0	0	0	0
LOC105370603	0	0	0	0	0	0
LOC105370604	0	0	0	0	0	0
SNORD3P3	0	0	0	0	0	0
LINC02329	0	0	0	0	0	0
LINC00911	0	0	0	0	0	0
FLRT2-AS1	65	2	81	23	21	15
FLRT2	822	134	1006	588	406	537
LINC02328	9	1	6	0	2	2
LINC02316	0	0	0	0	0	0
LINC02309	0	0	0	0	0	0
LINC01148	0	0	0	0	0	0
LOC105370608	8	1	5	8	1	7
LINC02296	40	5	29	38	13	33
LINC02330	1	0	0	0	0	0
GALC	508	65	475	243	465	256
LOC124903355	0	0	0	1	1	2
GPR65	5	2	4	14	10	8
LINC01147	0	0	0	0	0	0
HISLA	0	0	0	0	0	0
LOC107984699	0	0	0	0	0	0
LOC105370612	0	0	0	0	0	0
KCNK10	181	44	219	74	203	83
SPATA7	147	37	123	115	116	99
PTPN21	160	98	164	103	179	120
LOC105370614	3	1	3	0	3	0
LOC124903405	0	0	0	0	0	0
ZC3H14	329	85	378	264	503	295
EML5	30	5	40	19	105	20
TTC8	210	27	215	59	133	58
TRA-AGC15-1	0	0	0	0	0	0
LOC124903356	1	0	1	0	3	1
LOC105370615	2	0	1	0	4	0
LOC124903357	1	1	2	0	3	1
FOXN3	292	131	355	169	888	227
LOC101928817	6	0	4	0	5	0
FOXN3-AS1	10	1	6	13	9	6
LOC107984635	0	0	1	2	4	1
FOXN3-AS2	0	1	1	0	2	1
LOC105370617	0	0	0	0	0	0
LOC105370616	0	0	0	0	0	0
EFCAB11	73	18	51	22	59	24
LOC124903358	0	0	0	0	0	0
TDP1	103	23	115	38	107	71
LOC124903406	3	1	0	0	0	2
KCNK13	30	8	28	19	7	21
PSMC1	3	1	4	1	7	4
NRDE2	167	66	215	147	245	158
LOC105370618	1	0	0	0	0	0
CALM1	28712	3482	31500	17160	23323	16666
LINC02317	1	1	1	0	1	3
LINC00642	7	3	5	6	2	4
LOC124903359	1	1	2	4	0	3
LOC105370619	0	0	0	0	0	0
TTC7B	1117	162	1283	762	1218	1022
TTC7B-AS1	2	2	2	3	3	2
LOC105370622	0	2	0	0	1	0
LOC124903360	0	0	0	1	2	0
LINC02321	2	0	0	1	1	0
RPS6KA5	235	87	269	224	497	180
DGLUCY	686	229	705	559	687	614
SNORA11B	1	0	0	0	0	0
GPR68	85	7	93	80	87	79
CCDC88C	131	20	143	45	72	34
LOC107984673	1	0	0	1	0	0
LOC105370624	4	0	4	7	6	9
CCDC88C-DT	0	0	0	0	0	0
LOC112268126	1	0	0	0	1	0
LOC124903361	0	1	0	0	0	0
PPP4R3A	313	143	337	323	379	355
LOC101928957	4	0	1	3	0	3
CATSPERB	0	0	0	0	0	0
LOC124903436	0	0	0	0	0	0
TC2N	0	0	0	0	0	0
LOC124903362	0	0	0	0	0	0
FBLN5	180	27	177	108	117	89
TRIP11	168	77	217	148	322	148
LOC124903363	4	0	2	3	4	3
ATXN3	161	47	169	147	175	119
NDUFB1	302	177	305	320	275	310
CPSF2	293	83	282	175	289	196
LOC105370627	0	0	0	0	0	0
SLC24A4	305	68	324	126	209	160
RIN3	74	82	87	63	85	85
LOC124903365	1	0	1	0	0	0
LOC124903364	44	16	72	38	45	37
LGMN	488	48	524	259	308	309
GOLGA5	216	76	216	185	218	166
LINC02833	0	0	0	0	0	0
LINC02287	0	0	0	0	0	0
CHGA	0	0	0	0	0	0
ITPK1	0	0	0	0	0	0
LOC124903366	0	0	0	0	0	0
ITPK1-AS1	0	0	0	0	0	0
MOAP1	0	0	0	0	0	0
LYSET	0	0	0	0	0	0
GON7	0	0	0	0	0	0
UBR7	0	0	0	0	0	0
BTBD7	0	0	0	0	0	0
UNC79	0	0	0	0	0	0
COX8C	0	0	0	0	0	0
LOC124903367	0	0	0	0	0	0
PRIMA1	0	0	0	0	0	0
LOC105370631	0	0	0	0	0	0
FAM181A-AS1	0	0	0	0	0	0
FAM181A	0	0	0	0	0	0
ASB2	0	0	0	0	0	0
MIR4506	0	0	0	0	0	0
LOC107984663	0	0	0	0	0	0
CCDC197	0	0	0	0	0	0
LOC124903368	0	0	0	0	0	0
OTUB2	0	0	0	0	0	0
DDX24	0	0	0	0	0	0
IFI27L1	0	0	0	0	0	0
IFI27	0	0	0	0	0	0
IFI27L2	0	0	0	0	0	0
LOC105370634	0	0	0	0	0	0
PPP4R4	0	0	0	0	0	0
SERPINA10	0	0	0	0	0	0
SERPINA6	0	0	0	0	0	0
SERPINA2	0	0	0	0	0	0
SERPINA1	3	0	1	5	6	4
SERPINA11	3	0	5	0	0	0
LOC105370635	0	0	0	0	0	0
SERPINA9	0	0	0	0	0	0
SERPINA12	0	0	0	0	1	0
LOC124903410	0	0	0	0	1	0
SERPINA4	0	0	0	0	0	0
SERPINA5	2	9	1	15	13	44
LOC112268127	0	0	0	0	1	1
LOC124903411	0	0	0	0	1	1
SERPINA3	43	83	59	525	1605	874
SERPINA13P	0	0	0	0	0	0
GSC	0	0	0	0	1	0
GSC-DT	0	0	0	0	0	0
LOC107984693	0	0	0	0	0	0
LOC124903369	0	0	0	0	0	0
LOC124903370	0	0	0	0	0	0
LINC02279	0	0	0	0	0	0
LOC107984646	0	0	0	0	0	0
DICER1	441	140	542	291	761	477
MIR3173	1	0	0	0	0	0
DICER1-AS1	50	71	43	54	36	65
CLMN	600	302	619	681	603	1006
LOC105370637	0	0	0	0	0	0
LINC02292	1	0	0	1	0	0
LOC124903371	1	1	0	0	1	0
LOC107984710	0	0	0	0	0	0
LOC105370638	0	0	0	0	0	0
LOC105370639	0	0	0	0	0	0
LOC105370640	0	0	0	0	0	0
SYNE3	164	65	168	125	151	186
SYNE3-AS1	2	1	3	2	1	3
SNHG10	31	12	39	40	48	33
SCARNA13	0	0	0	0	0	0
GLRX5	343	118	317	264	281	256
LINC02318	0	0	0	0	0	1
LOC105370643	0	0	0	0	0	1
TCL6	1	0	0	0	0	0
LOC124903372	0	0	0	0	0	0
TCL1B	0	0	0	0	0	0
LOC124903373	0	0	0	0	0	0
TCL1A	0	0	0	0	0	0
LOC107984703	0	0	0	0	0	0
LOC105370644	0	0	0	0	0	0
TUNAR	155	19	253	186	188	206
C14orf132	2958	681	3001	1403	3003	1725
LOC124903374	0	0	0	0	4	1
BDKRB2	33	1	15	8	43	9
BDKRB1	3	2	6	3	2	3
LOC124903375	1	0	0	1	0	0
ATG2B	560	99	719	444	835	487
GSKIP	281	48	279	199	205	162
AK7	27	5	27	19	21	8
LOC124903276	0	0	0	0	0	0
PAPOLA-DT	5	3	9	3	2	2
PAPOLA	718	240	692	1071	938	1271
LOC105370645	0	0	0	1	0	0
LINC02299	0	0	0	0	0	0
VRK1	65	31	59	70	74	47
LINC00618	0	0	1	0	0	0
LOC124903376	0	0	0	0	0	0
LOC105370647	1	1	0	1	0	1
LINC02304	0	0	1	0	0	0
LINC02325	0	0	0	0	0	0
LOC124903378	0	0	0	1	0	0
LINC02291	0	0	0	0	0	0
LOC124903377	0	0	0	0	0	0
LOC105370650	0	0	0	0	0	0
LOC105370651	0	0	1	0	0	0
LINC02312	0	0	0	0	0	0
LINC01550	6	8	11	4	12	2
LOC107984706	0	0	0	0	0	0
LOC105370655	0	0	0	0	0	0
LOC105370654	0	0	0	0	0	0
LOC105370653	0	0	0	0	0	0
LINC02295	0	0	0	0	0	0
LOC107987207	0	0	0	0	0	0
LOC105370656	0	0	0	0	0	0
LOC105370657	0	0	0	0	0	0
LINC02914	0	0	0	0	0	0
LOC124903403	0	1	0	0	0	0
LOC105370658	0	0	0	0	0	0
LOC107984696	1	0	0	0	0	0
LOC105370659	0	0	1	0	0	1
BCL11B	159	23	193	137	93	136
LOC124903412	6	5	6	8	4	2
LOC105370660	0	0	0	0	0	0
SETD3	696	304	681	534	524	598
CCNK	44	6	50	27	40	26
CCDC85C	469	207	477	274	995	391
LOC105370661	0	0	0	1	0	0
HHIPL1	374	193	359	209	274	274
CYP46A1	1584	381	1473	879	684	1104
EML1	333	37	448	138	221	219
LOC102724682	5	5	4	10	1	5
EVL	1817	571	1761	1298	1357	1699
LOC124903379	12	19	13	43	10	14
MIR151B	0	0	0	0	0	0
MIR342	0	0	0	0	0	0
LOC124903381	2	7	2	1	7	0
DEGS2	60	67	85	36	240	48
LOC124903380	0	0	1	0	0	0
YY1-DT	5	6	0	1	1	0
YY1	941	375	942	953	901	1006
MIR6764	1	0	0	0	0	1
SLC25A29	755	650	748	719	673	1127
MIR345	0	0	0	0	0	0
SLC25A47	0	0	0	2	1	1
WARS1	1156	181	1153	748	961	792
WDR25	131	40	136	89	113	108
LOC105370664	1	1	0	0	3	1
LOC124903383	2	4	2	3	2	3
BEGAIN	388	227	373	379	296	429
LOC124903382	41	23	28	56	76	36
LOC124903384	21	18	38	58	50	16
LINC00523	0	0	3	1	1	0
LOC105370668	0	0	0	0	0	0
LOC124903385	0	0	0	0	0	0
LOC105370669	0	0	0	0	0	0
DLK1	2	0	2	1	2	1
MIR2392	0	0	0	0	0	0
MEG3	6336	6673	5227	12984	7063	9667
MIR770	0	0	0	0	0	0
MIR493	0	0	0	0	0	0
MIR337	0	0	0	0	0	0
MIR665	0	0	0	0	0	0
RTL1	4	9	11	21	8	11
MIR431	0	0	0	0	0	0
MIR433	0	0	0	0	0	0
MIR127	0	0	0	0	0	0
MIR432	0	0	0	0	0	0
MIR136	0	0	0	0	0	0
MEG8	69	15	51	63	55	43
SNORD112	0	1	1	1	1	0
MIR370	1	1	3	2	2	2
SNORD113-1	0	0	0	0	1	0
SNORD113-2	0	0	0	1	0	0
SNORD113-3	1	0	0	3	0	1
SNORD113-4	0	1	0	1	0	1
SNORD113-5	0	0	0	0	0	0
SNORD113-6	0	0	0	0	0	0
SNORD113-7	0	0	0	0	0	0
SNORD113-8	0	0	0	0	0	0
SNORD113-9	0	0	0	0	1	0
SNORD114-1	2	2	1	1	2	2
SNORD114-2	0	1	0	0	0	0
SNORD114-3	0	0	0	1	0	2
SNORD114-4	0	0	0	0	0	0
SNORD114-5	0	0	0	0	1	0
LOC124903418	0	0	0	0	0	0
SNORD114-6	1	0	0	0	0	0
SNORD114-7	0	0	0	0	0	0
SNORD114-8	0	0	1	0	0	0
SNORD114-9	0	0	1	0	0	0
SNORD114-10	0	1	0	1	0	1
SNORD114-11	0	0	0	0	1	0
SNORD114-12	0	0	0	0	0	0
SNORD114-13	0	1	0	0	0	1
SNORD114-14	1	1	0	0	0	0
SNORD114-15	0	0	0	0	0	0
SNORD114-16	0	0	0	0	0	0
SNORD114-17	1	0	0	0	0	0
SNORD114-18	1	0	0	0	0	0
SNORD114-19	0	0	0	0	0	0
LOC124903419	1	0	0	1	0	0
LOC124903420	0	0	0	0	0	0
SNORD114-20	0	0	0	0	0	0
SNORD114-21	0	0	0	1	0	0
SNORD114-22	0	2	0	0	0	0
SNORD114-23	2	0	0	0	0	0
SNORD114-24	1	0	0	0	0	0
SNORD114-25	0	0	0	0	0	0
SNORD114-26	0	0	0	0	0	0
SNORD114-27	0	0	0	0	0	0
SNORD114-28	0	0	1	0	0	1
SNORD114-29	0	0	0	0	0	0
SNORD114-30	0	0	0	0	0	0
SNORD114-31	0	0	0	0	0	0
LOC124903422	1	0	0	0	0	0
LOC124903421	0	0	0	0	0	0
LOC124903407	19	7	9	48	14	22
MIR379	0	0	0	0	0	0
MIR411	0	0	0	0	0	0
MIR299	0	0	0	0	0	0
MIR380	0	0	0	0	0	0
MIR1197	0	0	0	0	0	0
MIR323A	0	0	0	0	0	0
MIR758	0	0	0	0	0	0
MIR329-1	0	0	0	0	0	0
MIR329-2	0	0	0	0	0	0
MIR494	0	0	0	0	0	0
MIR1193	0	0	0	0	0	0
MIR543	0	0	0	0	0	0
MIR495	0	0	0	0	0	0
MIR376C	0	0	0	0	0	0
MIR376A2	0	0	0	0	0	0
MIR654	0	0	1	0	0	0
MIR376B	0	0	0	0	0	0
MIR376A1	0	0	0	0	0	0
MIR300	0	0	0	0	0	0
MIR1185-1	0	0	0	0	0	0
MIR1185-2	0	0	0	1	0	0
MIR381HG	1	0	0	0	0	0
MIR381	0	0	0	0	0	1
MIR487B	0	0	0	0	0	0
MIR539	0	0	0	0	0	0
MIR889	0	0	0	0	0	0
MIR544A	0	0	0	0	0	0
MIR655	0	0	0	0	0	1
MIR487A	0	0	0	0	0	0
MIR382	0	0	0	0	0	0
MIR134	0	0	0	0	1	0
MIR668	0	0	0	0	0	0
MIR485	0	0	0	0	0	0
MIR323B	0	0	0	0	0	0
MIR154	0	0	0	0	0	0
MIR496	0	0	0	0	0	0
MIR377	0	0	0	0	0	0
MIR541	0	0	0	0	0	0
MIR409	0	0	0	0	0	0
MIR412	0	0	0	0	0	0
MIR369	0	0	0	0	0	0
MIR410	0	0	0	0	0	0
MIR656	0	0	0	0	3	0
MEG9	22	1	16	13	29	12
LOC105370670	4	1	3	3	5	5
LOC124903386	0	0	0	0	0	0
LINC02285	0	0	0	0	0	0
LOC124903435	0	0	2	0	1	0
LOC124903387	9	3	4	1	3	8
LOC107984697	0	0	0	1	2	1
LINC00524	0	0	0	0	0	0
LINC02314	0	0	0	1	0	0
LINC03117	1	0	3	0	1	0
LOC105370673	0	0	0	0	0	0
LOC105370674	0	0	0	0	0	0
DIO3OS	25	54	21	31	16	38
MIR1247	0	0	0	0	0	0
DIO3	10	7	8	9	5	14
LOC105370675	0	0	0	0	0	0
LINC02320	9	2	12	4	9	6
LINC00239	1	0	0	0	0	0
PPP2R5C	952	122	1019	537	713	555
LOC107984658	217	94	198	156	137	129
