Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PRADX,25.72234537395562,2.259028230816094,0.6060789557085635,3.727283730178483,0.000193554524063507,0.0037682193561379856
PIGS,340.51885039241284,-0.8330437990437143,0.22365750022891837,-3.7246405695810587,0.00019559370067054313,0.0037905334768837664
DNAH9,28.792254370097584,-1.707972352526008,0.4585224627302081,-3.724948048032641,0.0001953554501650489,0.0037905334768837664
SEC23A,331.60889067805397,-1.274803662905556,0.3422575211368443,-3.724691450668963,0.00019555425647962006,0.0037905334768837664
LHPP,1259.2417762245418,1.0743823410085005,0.2885884286721249,3.722887802369729,0.00019695705968693258,0.003812542205084392
SS18L2,140.95968879725933,1.1243371029521203,0.3021090133811732,3.721627138391717,0.00019794316017819562,0.0038272058591497776
CYP7B1,100.40672451154853,-1.7115132446827968,0.4600119563586329,-3.720584260963149,0.00019876241045410157,0.003838613380211623
HMGN5,69.0915865554238,1.735514653493445,0.4666220822572933,3.719315307792249,0.00019976355498280116,0.003852783020280759
TAMM41,48.90334772246023,1.4507692623254302,0.390089083579136,3.719071677203491,0.00019995630940181436,0.003852783020280759
A4GALT,88.18275719832543,2.0977703393711913,0.5643180932736158,3.7173543864276994,0.00020131995178950912,0.0038719704454135734
PSG8-AS1,29.337849853788384,1.7496401120611953,0.4706831388100402,3.7172355833365014,0.00020141461167912222,0.0038719704454135734
FREM2,22.177609812283396,-2.1732374726600763,0.5847899978082114,-3.7162699102333394,0.00020218559312501838,0.003877919273152236
ITPR3,202.51540242326737,1.179322414576013,0.31734053377708155,3.7162678228947508,0.00020218726262911504,0.003877919273152236
SLC35B4,364.47691299200847,-0.8308232412304849,0.2236383611050408,-3.7150300919986408,0.00020317951374478242,0.0038924917370053054
TLN2,955.9500015803839,-1.3420112501891486,0.3613834095612547,-3.7135386259663834,0.00020438125375270183,0.003911039671811702
ZNF555,56.04713921295811,-1.2737569861112212,0.34304634075927676,-3.7130755666769955,0.00020475571725667,0.003913732568202834
LOC105374493,15.369237261054508,2.3141424400799693,0.6238760827874213,3.7092982147041003,0.00020783451962240904,0.003951042169818536
PLAAT3,1179.5779826774706,1.0245970535946594,0.27622198124457087,3.7093248299000012,0.0002078126750984781,0.003951042169818536
SMIM14,340.21154861447855,-0.9352149954076903,0.2520830450120082,-3.7099480267034246,0.00020730179992420943,0.003951042169818536
BTBD3,960.0505364655454,-1.297072932872205,0.349593022115479,-3.710236906398408,0.00020706538669699385,0.003951042169818536
NUDT12,53.405394308634264,-1.518494616625916,0.4093822997853077,-3.709233685536135,0.00020788749113772876,0.003951042169818536
FGD4,81.2044256681662,-1.1655210941345764,0.3143507839357397,-3.707708565386733,0.00020914314860228078,0.003970400090925838
MPPE1,56.53422033897578,-1.2686260248850227,0.3423317533580243,-3.705838013683302,0.00021069293186344875,0.003990772003531206
TRNE,156.6787654799816,2.6964376375348302,0.7275635743106788,3.706119619978965,0.00021045892874223092,0.003990772003531206
TNFRSF12A,18.62089687792863,2.3959447495015493,0.647070842667732,3.702754924984089,0.00021327088239974835,0.00403359605466645
EFNA1,225.74886450907184,1.13929867781731,0.30772951663615866,3.7022729904858296,0.00021367652296280104,0.00403359605466645
FIBIN,90.69564533970457,-1.3680583538696374,0.3694993818869207,-3.7024645261471893,0.00021351522219471513,0.00403359605466645
RELL2,101.29591458125203,-1.1278100847929067,0.3046954048349753,-3.701434504415105,0.00021438399753160288,0.004042393755258062
MICALL2,463.59473823840017,1.4481756224129643,0.3915653157520398,3.698426709811108,0.00021693996953056329,0.004085987457615018
LTBR,104.86139753663451,1.4864882230065213,0.40198044137174394,3.6979118136542497,0.0002173803774404263,0.004089682067261234
SHISA5,1186.6408350373647,0.7905720898163363,0.21396726752297016,3.694827246094852,0.00022003633849444537,0.0041350038740190715
LSM10,261.40594573378803,0.9076794427508562,0.24570775696590005,3.6941423989183466,0.0002206301434068043,0.0041369332267125695
SP110,74.90054403405183,1.248953834192339,0.3380906494770659,3.6941389420977186,0.00022063314449679436,0.0041369332267125695
HYAL2,251.82428902645708,1.0296308339100748,0.2788343224111152,3.6926258754902497,0.00022195042156728843,0.004156977470607021
NR4A3,63.36121716349567,-1.6260348892631018,0.4404080737148857,-3.6921096281167975,0.0002224015537189864,0.004160772754715875
ITM2A,290.7031078168807,-1.110666539530292,0.3008501536053112,-3.691759921742929,0.0002227076398909729,0.004161849020462557
LOC105369667,9.732421090850004,3.767988938514905,1.0208924994144064,3.6908772869584787,0.000223481939835819,0.004167017372617988
TMEM106B,298.8201408910445,-1.3487923622101325,0.36541502664676306,-3.691124512824083,0.00022326480413848964,0.004167017372617988
CD63-AS1,85.29942193072291,1.359097324907718,0.3682979121175312,3.6902118643398745,0.00022406735828088493,0.004173285703064669
IDH3A,304.93458444498634,-0.9824439638027035,0.2664340553694271,-3.6873813388475614,0.00022657369028594073,0.004210599189953154
RBM17,533.0875464040389,1.0732566429487895,0.2910604001835786,3.687401797949365,0.00022655548042064083,0.004210599189953154
CPLX3,124.19347507259579,-1.3262619628023113,0.3597860499864897,-3.6862517678273345,0.00022758121281844394,0.004224633955024418
RCVRN,23.201123579917766,1.7445219979777307,0.4734745796734896,3.684510368393508,0.0002291426985652415,0.0042489095733957965
LNP1,66.80643555030662,-1.1922994200823498,0.3238295419363025,-3.6818735343079845,0.0002315262583520751,0.0042883580418663116
CHRNA2,70.57855065482362,-1.3209967581555226,0.35888070606636435,-3.6808798462162056,0.0002324305217084797,0.004300349895565507
RPS6,1813.1689937968756,0.8575962541812756,0.23304947658112093,3.6798892096321,0.00023333530644332082,0.004307570420162033
TPD52L2,888.4577452540583,0.8508267413874021,0.23119930814844375,3.680057471630151,0.000233181393933321,0.004307570420162033
LOC124901679,31.38754851904288,2.7059376166587303,0.735935917656529,3.676865813636816,0.00023611716386290238,0.004354125321278014
APOL3,89.8865170671562,1.0931710921151074,0.29738543375769955,3.6759402715258385,0.0002369749667511184,0.004364430642293367
MMP24,232.0661477045038,-1.694855178265643,0.46109714468953855,-3.675700875152472,0.00023719731751594388,0.004364430642293367
CIMAP1B,23.242386290136494,1.7791665309749771,0.4841131926513871,3.6751044135584343,0.00023775216133477747,0.004369837749055449
PCBP1-AS1,109.40220858041484,1.131208736542438,0.3079032144818098,3.6739101228489033,0.00023886678329461652,0.00438551032838274
HCFC1R1,754.454422878339,1.1027721314089263,0.3001988652165517,3.6734720186681242,0.0002392768901392189,0.004388228092542257
CDC40,111.65042069203135,-1.0162141220515055,0.27669785671710617,-3.672649055212868,0.00024004904816077137,0.004395004442083016
NID1,56.39744835821465,-1.4598108646101837,0.3975204278971766,-3.672291440045897,0.00024038531418606456,0.004395004442083016
TUBGCP3,86.68925143788347,-1.201767960553891,0.3272574775404366,-3.672239881533029,0.00024043383116029878,0.004395004442083016
UBALD1,484.00502627537963,0.9813045983332465,0.26731318484610833,3.670992131937605,0.00024161077874065354,0.004411702158378956
NDRG3,1378.8897202616681,-1.0456180096237953,0.28494302693005974,-3.6695686884818763,0.0002429600501356591,0.004431506622517948
FH,272.07219675111423,-0.9823309296222852,0.2677828112674492,-3.6683867981398484,0.00024408572299336467,0.004447194065071706
ITPR1,1287.537065455292,-1.7516947183725844,0.47796691914336464,-3.6648869371797868,0.000247447872689556,0.004503551282949919
ZNF688,147.7823271508184,1.3736115223613556,0.3749358417559272,3.6635908584475594,0.00024870393891289504,0.004521497017543447
C11orf96,278.9347003130072,1.4149044408906035,0.3862772290693577,3.6629247970414314,0.00024935176162554364,0.0045283578054860114
MIGA1,317.6883738606512,-1.064291563483991,0.29077206298215036,-3.660226338695147,0.0002519925579194903,0.004571357952116951
SLC43A2,63.84947974355555,1.4287838979463847,0.39055519521780674,3.658340525081413,0.000253853620301849,0.004591125318956722
FRMD4A,125.38938537776995,-1.0579989416857063,0.28917806709848476,-3.6586417230784862,0.0002535555130978591,0.004591125318956722
LOC124903832,80.098174036591,1.9975772377492185,0.5460414207644051,3.658288843642674,0.00025390480442868637,0.004591125318956722
PPARGC1B,116.02857283811359,-1.238477444724617,0.33857804206280445,-3.6578788074357345,0.0002543112381388849,0.0045935138850026844
AVL9,353.17051365759966,-1.1136760110679509,0.30450024275984683,-3.6573895671613132,0.0002547969783098404,0.004597328237952551
SIGIRR,187.58444422113223,2.0046314325678156,0.5482425886118666,3.6564679107536704,0.0002557144052592994,0.004608914964113788
SLC38A6,82.09535148334591,1.277621804004842,0.3498445113521521,3.6519704112744895,0.00026023587484470513,0.0046853650412900455
BCAT2,195.08638101711927,1.231836528056364,0.3374260860588232,3.650685524774807,0.0002615413109914025,0.004700689403849764
SPHKAP,235.61189261978654,-2.5297323094021076,0.6929671750274277,-3.6505802880229945,0.00026164850241208666,0.004700689403849764
HACD2,375.4894149797612,-0.8128622231032743,0.22272745048736994,-3.649582578728295,0.0002626667915154573,0.004712356371778205
DIRAS2,1825.913879487235,-1.8006787915500555,0.49345589482669405,-3.6491180071573965,0.00026314221259033814,0.004712356371778205
MT1A,18.95579090550964,2.234994735996328,0.6124571984601365,3.649226005695806,0.00026303161995928453,0.004712356371778205
TMEM128,54.316800159815934,-1.3785835247589837,0.3778254056570911,-3.6487316737248903,0.0002635381826370199,0.004714405267173356
COL16A1,729.6525977753539,1.3036533944364794,0.35735007776890615,3.6481128046081914,0.0002641736530372242,0.004720729612012041
POLR2J,176.1146710418045,1.2726408298989136,0.34893965897438783,3.6471659129818934,0.00026514872627885606,0.004729277556608618
FAM53B,893.6235822352463,0.9366414396466309,0.2568181515860949,3.647099840342221,0.00026521689116432704,0.004729277556608618
NIPSNAP1,491.96136002332213,-1.1103902910537902,0.30451247988263913,-3.646452491805068,0.00026588560805326924,0.0047333297332117375
SRRT,833.8658943744177,0.8166904417449362,0.22397584251512453,3.646332714162185,0.0002660095125986768,0.0047333297332117375
C1orf162,63.26842183940921,1.7613338580087612,0.4831338899656165,3.6456433601337945,0.0002667236709759048,0.004735971523669724
EGFL7,821.350372718353,1.7868879444721042,0.49013283217964515,3.645721786328258,0.00026664233233417113,0.004735971523669724
TRNP,792.3359235101051,2.082806118319096,0.5714725892965902,3.6446299565877074,0.00026777680271776206,0.004749634305832848
SLC1A3-AS1,9.869405386647678,-3.582676231746616,0.9830764584727962,-3.644351566827552,0.00026806678785090633,0.004749746344736059
SLC7A4,69.79308049477966,-1.396221650671539,0.3831814968248657,-3.6437606258156214,0.0002686833184101183,0.004755637931774863
FBXW2,379.0421376963142,-0.7974581090263305,0.21888824689126513,-3.6432203206528286,0.00026924818340619446,0.004760603572284393
MAGT1,149.41313046030422,-0.937468579723642,0.2574117615793263,-3.6419026619913915,0.00027063040786094267,0.004779995305088211
COL19A1,33.97536169079367,-2.5779541518359106,0.7082179770328932,-3.6400574899783678,0.0002725771751829878,0.0048042444434357335
IREB2,177.5372972982474,-1.2319844364960506,0.3384424411206781,-3.6401594091349883,0.00027246930277876973,0.0048042444434357335
ACY3,29.2113807076873,-2.993523323392671,0.8225090067726994,-3.6395021802113003,0.00027316562494484735,0.004809553337619899
PTOV1-AS2,138.8444850082689,1.4778548610933562,0.40631086544904266,3.6372516384962412,0.0002755626878327925,0.004846661391882645
LOC107985035,20.744340671773205,1.788937015767602,0.492026394203031,3.6358557931943185,0.00027705929945982756,0.004862768249638735
MRPS16,234.29093584616035,-1.021359356491835,0.2809078970777548,-3.63592254656025,0.00027698755406831843,0.004862768249638735
CITED4,72.72005518512155,1.2765130253075987,0.3511719312799309,3.6350086997415727,0.0002779712552421892,0.004869922990610603
SERPING1,448.3612501159735,0.8824888145236995,0.24279768061813617,3.634667399939654,0.00027833948292011146,0.004869922990610603
ASPRV1,77.82562850575438,1.1635677533096789,0.32010863247054805,3.634915260889549,0.0002780720208258008,0.004869922990610603
RIMS1,739.1105822162123,-1.2400826804894887,0.34129370001092374,-3.6334766227732813,0.00027962779272511457,0.004887356744665259
LOC107984585,51.648243900397006,1.7309949651698375,0.47655294078747235,3.632324589812587,0.00028087950116097415,0.004899006632749324
LOC105376426,46.14904780539511,3.0551834993514615,0.8410983921106658,3.6323734868696333,0.0002808262669437256,0.004899006632749324
MUC1,32.77191726822555,2.580215629487616,0.7105025193389131,3.6315362145209242,0.00028173911155285054,0.0049088862474931634
GAD1,815.1848007025869,-1.6585761263139205,0.456848424529955,-3.630473560285135,0.00028290168498953564,0.004917953508622224
KRAS,244.88925527178858,-1.2626381748247304,0.3477918252287585,-3.630442360151035,0.00028293588663716646,0.004917953508622224
NT5C2,152.57232353212433,-0.9238386379278789,0.25448308089589333,-3.6302556330093028,0.00028314065828427044,0.004917953508622224
ANGPTL4,382.70436667757923,2.1456662512273903,0.5913062960703689,3.6286883219184323,0.00028486491009719413,0.004937658441684698
HEXIM1,398.34112858355076,1.0166746598864613,0.2801751506877372,3.6287110309064237,0.0002848398570854734,0.004937658441684698
GAS7,5089.7684798309665,-0.9291555821097844,0.25613920841192817,-3.6275413977835753,0.00028613290846474053,0.004954508189590089
HIGD1B,76.42757994462333,1.9405533613125396,0.5351264182350028,3.626345654383929,0.00028746050881338223,0.004972354090466191
ATP6,154325.5750418813,2.091990098570684,0.5772360661445651,3.6241500163760705,0.00028991330359069586,0.004996592558903068
SLC15A3,121.05941214047239,1.348153663518648,0.3719369308291916,3.624683519630844,0.00028931551881178005,0.004996592558903068
CARINH,32.96868773394554,1.4988723036980165,0.4135934473849881,3.624023332997369,0.0002900554208823329,0.004996592558903068
NDUFA4L2,267.7909967393279,1.7207756256628304,0.4747815772809351,3.6243521400254806,0.0002896866901539595,0.004996592558903068
AKAIN1,23.173438323959648,-3.5949581868172387,0.9921592176442953,-3.6233682284914153,0.0002907913791102377,0.004998984447455668
SAC3D1,139.13610094645927,1.2244211379087249,0.33791001393356257,3.623512436507613,0.0002906292227868097,0.004998984447455668
EPHB3,98.14492287331956,-1.0148784318121398,0.2801380344343892,-3.622779869435519,0.00029145384476849566,0.005005234027490965
ND4,432086.4747141499,1.9958791556573923,0.5512538220786947,3.6206173557785672,0.00029390090437257475,0.005042086826654089
SLC25A39,572.8420967408059,1.020226767786067,0.2818899300320221,3.619238075195419,0.000295471709958441,0.005063846787660324
TRIM66,139.08546954839224,-0.9446637662718165,0.2612022434728667,-3.6165989759959576,0.000298499211944235,0.005105281720933882
TNFSF13B,33.435902513111316,1.4788463135883947,0.40888331998227595,3.616792961015135,0.0002982756921407506,0.005105281720933882
ISYNA1,451.7027031866374,2.0752148824657484,0.5738716083608394,3.616165797770036,0.000298998909230305,0.005108609934849211
MUC12-AS1,25.74385642957496,1.7347138909232942,0.48005390393425823,3.613581468052924,0.0003019964067209445,0.005138849424934445
ENTR1,162.46484354056494,1.1186092911307743,0.30949076555150734,3.6143543382867382,0.0003010970377401399,0.005138849424934445
POLR2L,608.0578360670913,0.8540766421294971,0.2363508771010365,3.6135962455700636,0.00030197918694259906,0.005138849424934445
SPCS3,367.98518551837736,-0.8683770418338083,0.2402756370787696,-3.614086939447499,0.0003014079186377086,0.005138849424934445
TMEM231,73.41637537476379,-1.177302636890316,0.32586949853434277,-3.6128040279481453,0.00030290363120232916,0.00514905421406274
FZD9,96.9485514657472,2.424939645242686,0.6715847579746256,3.6107723060241157,0.0003052865897152781,0.005179046259566988
SMCO4,30.166985579812234,1.559882641070603,0.4320071543129109,3.6107796491276405,0.0003052779456419382,0.005179046259566988
LOC124903560,26.405694472277276,2.1236236222552862,0.588347890939929,3.609469252728418,0.0003068241377409318,0.00519986170276737
GNAL,273.70700874048237,-1.11304919906731,0.30856545988219075,-3.6071736593339647,0.0003095504941534614,0.005240761854505114
WDR83OS,450.0290856043602,0.9097846519660618,0.2522519466944378,3.6066506676680596,0.000310174788467551,0.005246026927374418
ADRA1D,26.994663326224387,-2.122915111612248,0.5888258913788881,-3.605335877199445,0.00031174946262066606,0.0052673390536028585
SECISBP2L,1070.953162551994,-0.9677707631445488,0.26853140722509733,-3.6039388209562833,0.00031343086304472224,0.005290409648004868
CCDC159,169.97246457936578,1.4117510152504935,0.39213889903035476,3.600130001745153,0.0003180581209012669,0.005363106924844725
MAGI1,473.8400875437948,-0.8415784067951375,0.23386199365192475,-3.598611273483476,0.00031992096405249345,0.005389091169109608
DNAJB1,1229.6912143612224,1.306784292337472,0.3633177651574259,3.596808132328022,0.0003221459224585216,0.005421116910196468
CHRM5,39.45767207915371,2.296311443426451,0.6387113350510137,3.5952257575686284,0.00032411039339956814,0.005448699223978282
DUSP23,101.31503665151102,1.4519356456028198,0.4039278478809662,3.5945420777987356,0.000324962625240058,0.005457546837532127
RPLP2,1390.152337850757,1.119466201240713,0.31151716721498274,3.5935939301481654,0.00032614799756657746,0.005470484067483073
MX2,95.44803995616809,2.4579815032881465,0.6840259954096297,3.5934036422346516,0.00032638638219156655,0.005470484067483073
BNIPL,11.622100219503936,2.6662155241973955,0.7423214869286833,3.5917261875696527,0.00032849489222461193,0.005500318475408902
SCARNA17,137.367545050357,1.9384240790915386,0.5397959759624436,3.5910309920991423,0.0003293724625865983,0.005509503010539462
LLGL1,339.85151524319826,-1.0981935209903928,0.3058946143301222,-3.5901041389542723,0.000330545875455876,0.005519904900997659
RBM48,192.02451572976574,1.155234324051042,0.3217905725719849,3.5900191693546737,0.00033065364403372265,0.005519904900997659
RNF115,407.4494264451032,-0.8406210308205622,0.23420500959655186,-3.5892529893730267,0.0003316268908653641,0.00553063810821679
SPATA31H1,17.04239371015821,-2.152442556727093,0.5998107874836811,-3.588535921064364,0.0003325401809725331,0.005540351035028949
IFI30,78.75577565317985,1.6517843526393514,0.46046825344158093,3.5871840030094746,0.00033426844878491145,0.005559474742816371
NOS1,182.7112425771667,-0.9409835054274968,0.26232293079077307,-3.5871187569874268,0.00033435207035452017,0.005559474742816371
ELAPOR2,293.7858515893759,-1.09500524850081,0.3052837058299548,-3.586844720467118,0.00033470349888023557,0.005559797009177247
ELK1,595.2713446916247,0.9246707758664963,0.25789497124006605,3.5854548517184943,0.00033649121528535754,0.005583953328779015
MZF1,409.8813143564826,0.955382389741763,0.26653813243953106,3.584411659965797,0.00033783888403243723,0.005600766608157554
GOLM2,478.74105663190556,-0.7296503143742654,0.20381756332329581,-3.5799187394704184,0.00034370107285917287,0.005692315295701277
GTF3C4,210.02285683377434,-1.096258439578599,0.30641424052759053,-3.5777006894034624,0.0003466300560309401,0.005735151836148282
SP100,67.95742038624167,1.3354699911556014,0.3733134482279933,3.577342304421863,0.0003471054965273897,0.005737348898178295
FGF17,290.89233650971954,1.7526180865757113,0.4901114647212633,3.575958149790399,0.0003489474764225059,0.0057571921141626806
PRKY,44.61782539311565,1.3806549964333037,0.38609746162247965,3.575923526229467,0.0003489936691277545,0.0057571921141626806
CA5BP1,80.09330001704036,1.117390004282802,0.3125710635300231,3.5748350844238477,0.0003504487231910925,0.005775505335739816
UBE2L3,870.3661724980807,0.740276694336599,0.20714061824210986,3.573788186107225,0.0003518535927241959,0.0057929562994827296
DTX3,1450.816584696999,0.733422829445983,0.20531905237921386,3.57211286993176,0.000354112722023847,0.005824423789358835
ZYG11B,568.073662822846,-1.1296776234639074,0.31630730572853794,-3.5714559954976894,0.0003550022002258555,0.005828989794866494
USP21,314.9557304468638,0.8584575105645478,0.2403704454862175,3.5713937661016257,0.00035508657374365893,0.005828989794866494
ACTG1P20,118.77236338919279,-1.086837102847945,0.3045589760802523,-3.5685604044109995,0.00035894810399668647,0.0058866082794520255
DOP1A,190.8536487967735,-1.1179206345613704,0.3133003305570276,-3.5682076446385493,0.0003594316125513294,0.005888769980977944
LNPK,209.84338082335827,-1.312044666730806,0.3677936391927162,-3.567339200347949,0.00036062453824756006,0.00590253887430806
TMEM91,129.72348046606555,1.390223868393676,0.38982055999446713,3.5663174574819965,0.0003620327802694522,0.005914026217396788
CDKN2A,18.299090752962538,2.202456266030325,0.6175300071794857,3.566557479675929,0.0003617015024888959,0.005914026217396788
GABBR1_1,10.485098706230842,-5.48981639724235,1.5398370312963343,-3.5651931247689688,0.00036358836088317965,0.005924578045104187
USP9X,728.039660745017,-0.9088979929052264,0.25494269074028997,-3.565107084521676,0.000363707659707493,0.005924578045104187
HAP1,265.3671022409803,1.2012615434278098,0.33695185750513623,3.565083606667753,0.00036374021920491543,0.005924578045104187
MELTF-AS1,59.65543905323866,1.2998513437575423,0.3648603468568895,3.562599649304691,0.0003672004536971354,0.005975125749956107
ZNF579,169.83153359077758,1.3295937937870517,0.3732783541344839,3.561936498755641,0.00036812943560315844,0.0059844264754750345
SART1,780.8939738897526,0.9556528687588244,0.2683591038954502,3.5610972569469324,0.0003693082469884491,0.005988400574856861
IGSF3,74.23709681336568,-1.994681755814689,0.5600977205125444,-3.561310254912945,0.00036900873319565647,0.005988400574856861
IFIH1,67.58497007160781,1.8418816716447381,0.517237381407279,3.5609987558003238,0.00036944683431839096,0.005988400574856861
PREX2,237.1279976871044,-1.1459736459234253,0.32200283295347437,-3.558893055108634,0.0003724211290324166,0.006030773099147759
SHKBP1,187.24455807011842,1.2492755025856028,0.35120813151130637,3.5570802339050775,0.00037499964840962937,0.006066660978715782
ARFGEF3,883.3020815131482,-1.2403684873160146,0.3489217542726822,-3.5548614327631376,0.0003781783380692252,0.006112179626091801
C3orf62,66.93805516726876,1.2172360300628609,0.3424879080003537,3.55409928826335,0.00037927599712639896,0.006124008964208702
AGAP3,3628.698648719673,0.9471953893186909,0.26658089680544717,3.553125526507481,0.0003806827655920397,0.006134891460128117
HERC5,40.74094931288974,1.6314759682550402,0.4591655343601982,3.553132467854628,0.00038067272037142953,0.006134891460128117
SOX12,398.1487199046126,1.2055218238536802,0.33948982789315973,3.5509806916308198,0.00038379857224744374,0.0061711749548949025
NXPH1,110.228289575374,-1.4696646252212904,0.4138949864292208,-3.550815239151524,0.0003840399129837845,0.0061711749548949025
SLC2A10,21.276536735960804,-1.8048934888662826,0.508246321731882,-3.551218005308906,0.0003834526571144896,0.0061711749548949025
LIN37,170.99788869726567,0.8530438136786599,0.24029829081866427,3.549937083499234,0.00038532322908925014,0.006185860160949573
TRNH,72.9740655980512,2.376689680064172,0.6695602017848421,3.549628059924479,0.00038577578141206086,0.00618719318387313
ENO2,2803.259740601083,-1.658270017531415,0.4673335484145957,-3.5483650235618827,0.000387630615226287,0.006210992364927225
COL4A5,267.4237968174704,-1.0417416417501044,0.2937671248908515,-3.54614779355301,0.00039090690284555255,0.006257500173275269
SLC25A1,422.2322323391672,1.2004367234639055,0.33856364868185124,3.545675172563956,0.0003916086082659232,0.006262745498380724
SLC25A40,132.05136557445996,-1.4002171072763654,0.3949690601628468,-3.545131121660649,0.000392417823673797,0.006269698511063032
VWC2,119.41946372136248,-1.7861937766350238,0.5039776671115272,-3.5441923188230278,0.0003938178642275184,0.00628606894053915
SLC38A1,751.1109391387282,-1.4697530064691653,0.41480670140928466,-3.543223871446035,0.0003952670034117367,0.006297193820291264
PRELID3A,119.64979207789095,1.0302511800718455,0.29076438704126983,3.54325091375656,0.00039522647103775176,0.006297193820291264
GAS5,111.03867526329425,0.9955368589731611,0.281003335668064,3.542793741598647,0.0003959122260595395,0.0063014774839742676
DPP7,1144.394385591557,1.4053349737026093,0.39671678320159676,3.542413714794794,0.0003964831095790598,0.006304570927627519
ZNF32,226.47925009189817,0.8374932725157912,0.23650207737665507,3.5411666646039346,0.0003983618596796442,0.00632843546344968
ZBTB5,49.326569158221965,-1.4029508500590968,0.3964428596986942,-3.5388475684121845,0.00040187784166178137,0.006378239413066224
ICAM2,43.14212655000964,1.4836970100398736,0.4197305878996298,3.5348794031534108,0.0004079613019200063,0.006468659128171008
VPS36,332.9029802323881,-0.8443644981406498,0.23892686255847942,-3.5339873009632154,0.0004093407454205836,0.006484391146000238
SSBP3,1496.068301428725,0.684503674591212,0.1937086611195911,3.533676143518517,0.0004098229071949716,0.006485892966042159
SLC20A1,427.0113234673479,-1.0252037206745908,0.29020901688192086,-3.5326391016021454,0.00041143371435856357,0.006495633489906553
PRKDC,638.1254062367366,-1.163213246905549,0.3292427734074097,-3.5329955305235274,0.000410879417863219,0.006495633489906553
PCCB,255.27951496528604,-1.284961116594743,0.3637508545491029,-3.532530853260952,0.0004116021937882735,0.006495633489906553
UNC80,634.0178151253325,-1.2296868321093655,0.3482861240727635,-3.5306799413359946,0.00041449297179644147,0.006535094463050486
LCLAT1,45.84984146239503,-1.2476569337809047,0.3539148620024309,-3.52530246037629,0.0004229995247573269,0.006662938892320491
RPL11,1711.5584319414447,0.767447467968658,0.2177220338434296,3.52489573251255,0.00042364950795158255,0.006666905414606484
DANCR,310.79053391088985,0.8488079498667356,0.2408731581011442,3.523879358572264,0.0004252778330918601,0.006679973768564827
BANP,117.99242163576923,0.9800169688374665,0.27809044595609783,3.524094348038774,0.0004249329135040185,0.006679973768564827
LOC124902286,16.379895200661185,-2.140590786885543,0.6077011418877174,-3.522439961584031,0.0004275938808583831,0.0067100580516333335
BRMS1,191.82594912380523,1.1159575475352839,0.31698560696468747,3.5205306582251317,0.000430684201045848,0.00675222496471131
ACIN1,1052.3658246879997,0.8666038210973085,0.24619688549273572,3.5199625672067185,0.0004316077073462523,0.006754055562435185
GART,106.3012169515783,-1.0315406586163618,0.29304949411957504,-3.520021973474061,0.00043151104819670323,0.006754055562435185
TNFRSF1A,281.6883724363338,0.998834666876337,0.283806069961678,3.5194267233650374,0.00043248048570851036,0.006759509865748312
SNORD17,12.984975442851699,3.2941647479937246,0.9360408767095428,3.519253090285625,0.0004327636512232555,0.006759509865748312
LOC124904701,41.19791606496022,1.7770444765097306,0.5050326912393888,3.5186721717929346,0.00043371228758632297,0.006768013553909964
ANKRD13B,560.1047310511989,0.813368313053935,0.23123733167779004,3.517461074093762,0.000435696248638389,0.006792642446183599
NUP155,109.30585328088925,-1.2856996557447429,0.3656835699942121,-3.5158802889752265,0.00043829856095614373,0.006826856841534577
NME3,509.2347525652762,1.5002827977068154,0.4268475890969955,3.5147974031684077,0.0004400895901098613,0.00684838298959063
C1QL1,179.25553708650395,0.9485507175533145,0.2699065041801822,3.514367763883482,0.000440802079221283,0.006853101220502472
TBC1D10B,127.95283137270947,-1.0167683194111645,0.2894761845110375,-3.5124420377746,0.0004440088414500554,0.006896552913951509
TNFRSF13C,15.556067782196761,-2.7263232653280762,0.7768760170872889,-3.5093415234386742,0.00044921767491741787,0.006970992352935352
TRNAU1AP,120.23665744784631,0.8953895099642616,0.25525403175143563,3.5078368941736633,0.000451765939081638,0.007004045262947172
ADAM22,855.4091207012228,-1.2588897818686364,0.3589814256096472,-3.5068382151825888,0.00045346475952354843,0.007017388108560347
ZDHHC3,156.7907722454796,-1.233443926440535,0.35171259492369567,-3.506965471930659,0.000453247956254555,0.007017388108560347
HMGCR,501.2305819830103,-1.2165873704883525,0.34702101226529286,-3.505803186229795,0.00045523170334988724,0.007031733986061358
LOC124900452,9.289327015148897,6.002573550928835,1.71211023947391,3.5059503836466046,0.00045498002482499705,0.007031733986061358
LOC124902503,26.96849151755482,2.312632071108634,0.6597411734682024,3.505362654495742,0.00045598570208890666,0.007032819917990924
GNB3,111.26261288305587,1.6365571720316694,0.46688458275628303,3.5052713935640143,0.0004561420467593253,0.007032819917990924
LOC101929767,42.25432554321423,1.3738902951376666,0.39212325344522375,3.5037205344660522,0.0004588065779005782,0.007067394057375604
RBM12,197.43904597391395,-1.1872501682592218,0.33890826001475227,-3.50316090911311,0.00045977163104826484,0.007075750174882488
TENM1,163.51216636606745,-2.428332464490278,0.6934795997889551,-3.5016638776818905,0.0004623625245383176,0.007109089174352241
BDNF,61.383783927987906,-1.5843123933425443,0.4525069482759161,-3.5011890963860073,0.0004631870636504985,0.007115233205288025
RUNX3,16.590279520558123,2.1746978113818973,0.6211950432213779,3.5008293049223367,0.0004638128167424863,0.007118315126980926
