Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC100129215,7.944300370072058,0.3878700560709612,0.7169239227273547,0.541019826197748,0.5884939173133242,0.7483665338721274
LINC00630,43.595560016133845,-0.22622343244881704,0.41833628755894875,-0.5407693264403686,0.5886665874631526,0.748529263402417
KCTD6,141.10581491321088,-0.2529864476483236,0.4681274937127972,-0.5404221094596386,0.5889059637337475,0.7487767831086543
DNAAF10,58.43767728899928,-0.19516770523637075,0.36137656872842455,-0.540067403714378,0.5891505492492211,0.748974018421453
FLJ46875,44.252379702038354,-0.3590728917320755,0.6648258660221111,-0.5401006640739415,0.5891276127487222,0.748974018421453
MGAT5B,1192.6912405311084,0.1860034186148587,0.34485491085771497,0.5393671737260037,0.5896335267609041,0.7495311093292271
PRDM11,269.0921934350918,-0.1253063109336123,0.23241283742552185,-0.5391539999324154,0.5897805977546894,0.7496611499889562
PHF5A,89.44962490831517,0.15937347026599158,0.2957180879443526,0.538937172811634,0.5899302065612916,0.7497943964370932
XPC,270.0414388444877,0.12678347985350086,0.23530130315949802,0.5388133348652183,0.590015661500007,0.7498460900308248
IDH3B,807.4431062788698,-0.10978388438501502,0.20384318821206104,-0.5385702870326246,0.5901833943404095,0.7500023341557238
HCK,40.840649150029456,0.2632295357520049,0.4890761575115689,0.5382178863335375,0.5904266330792107,0.7501975674820385
GUCY2D,17.35411769210651,0.2992692417791693,0.5560102925070631,0.538244068162403,0.5904085599191113,0.7501975674820385
STOM,611.9790277766227,-0.13996682594805393,0.2601162512345942,-0.5380933535822041,0.5905126007801709,0.750249866261718
AKR7A3,9.843635368920324,0.4124410121376101,0.7671387264812736,0.5376354991611522,0.590828717289547,0.7505945403866597
ZNF517,92.66644931612251,-0.15003881804401123,0.27911297380961575,-0.5375558720762059,0.5908837021775935,0.7506074432335653
DUSP22,416.5203592148764,0.12268466534600096,0.22847428951655063,0.5369736157429377,0.5912858391350229,0.7507196004304536
SOS2,250.8957082937313,-0.12691938500978386,0.23635522615690774,-0.5369857357227491,0.5912774671553533,0.7507196004304536
PANK2,312.7580477438147,0.11860848123140626,0.2207736457500355,0.537240216459972,0.5911016949945849,0.7507196004304536
LOC107984079,10.673856826666805,-0.40276090901698164,0.7498240263614578,-0.5371405754646064,0.5911705150748221,0.7507196004304536
GBP1,30.122018594096193,0.3647717379135081,0.6790720937687063,0.5371620204404252,0.5911557031397544,0.7507196004304536
GHR,12.240440014111586,-0.32021325033915193,0.5961178680240734,-0.5371643218824311,0.591154113555675,0.7507196004304536
IAH1,286.5870637455657,-0.14506751757290454,0.27009662685627006,-0.5370948880827792,0.5912020716846202,0.7507196004304536
ZNF701,32.89962366828729,0.21622954697078478,0.40282710725407317,0.5367800306308665,0.5914195670908615,0.7507477291226825
MAMLD1,194.01977562472314,-0.20412144588017245,0.3802937159113902,-0.5367468284112628,0.5914425044706944,0.7507477291226825
ANAPC5,963.3991997672587,-0.12537069663138628,0.23354519465453472,-0.5368155693241192,0.5913950160374537,0.7507477291226825
GPC2,20.21646398901912,0.35846896564193126,0.6682178440905746,0.5364552425710769,0.5916439608240184,0.7509465191053186
LOC729737,6.147500580745977,0.5000403670114197,0.9324121620881463,0.5362868346671652,0.5917603280273211,0.7510372873864523
ARTN,6.843624730342808,-0.45289949469666485,0.8448732509270571,-0.5360561412019024,0.5919197506296546,0.7511045693058896
COPG2IT1,1131.519349441035,0.21740247002279303,0.4056390975782112,0.5359504823887833,0.5919927735982935,0.7511045693058896
ZNF165,8.952113116613953,-0.3632277333469039,0.6776997748276349,-0.5359714534939704,0.5919782797092613,0.7511045693058896
FMNL1-AS1,73.19740878566844,-0.21691355505515747,0.4046810215989968,-0.5360111877697582,0.5919508183613749,0.7511045693058896
MIA3,449.7696327037363,-0.17263905077522998,0.32224723372541003,-0.535734779719901,0.5921418629660556,0.7512368050843791
SMIM15,120.83946280556921,-0.1426417994963433,0.2663367683743417,-0.5355693108653229,0.5922562434051027,0.7513249897397561
TIFA,33.60186453628351,-0.26654542961482347,0.4979619413587713,-0.5352726935064761,0.5924613056925224,0.7515281895845148
CKS1B,6.16965898599702,0.4319955662192695,0.8077054536406958,0.534842948344683,0.5927584617931321,0.7518481694011214
ZNF749,41.75358401870178,-0.2690081230607157,0.5030415440464208,-0.5347632342586233,0.5928135892434301,0.7518611375770333
KLC1,4568.19502086117,-0.1300431742694009,0.24323235612065272,-0.5346458684341092,0.5928947595851262,0.7519071312954141
AP1M1,837.4201536147921,-0.11467811984360624,0.21455608544714655,-0.5344901758652559,0.5930024446080788,0.7519867413297238
RASA4CP,19.059962540330126,0.36857410712496996,0.6902515896607847,0.5339706748174256,0.5933618231952424,0.7523758024467584
PAXBP1,166.1532302005044,0.20095693163544123,0.37638250545160423,0.5339167701068416,0.5933991189149481,0.7523758024467584
GRB2,1202.4967290826191,-0.11960858539687609,0.2241784260465637,-0.5335419090329075,0.5936585083718876,0.7526476916922001
MSL3B,19.26398718907358,-0.3205401638284618,0.6009903456818046,-0.5333532662073283,0.5937890615837369,0.7527424894192989
HNRNPUL1,1168.7843693793873,0.14388921276965677,0.2698071380075492,0.5333039512306407,0.5938231929490874,0.7527424894192989
ZNF641,216.1478141364264,-0.16444860067354708,0.308548310535103,-0.5329752102299651,0.5940507406627096,0.7529169329843622
TBCEL,82.82748167460069,-0.15998068375759825,0.3001348074235634,-0.5330294247805336,0.5940132117273462,0.7529169329843622
SMOC2,52.8770049377641,-0.2137980662978707,0.40122318769874654,-0.5328656788859331,0.5941265648474793,0.7529560401003779
TRAPPC2L,411.72014830634225,0.20888011087575567,0.3921759351088365,0.5326183790899545,0.5942977769169275,0.7531160203358083
EEPD1,141.12176308715834,0.13925830276142528,0.2615050486224063,0.5325262494740736,0.5943615664083748,0.7531398568141234
IDH3G,786.7080658236586,0.12027194675608908,0.22596923814122288,0.532249202349053,0.5945534095213072,0.7532119459048776
BAIAP2L1,9.649130764338967,0.3772917203581747,0.7088269854982491,0.5322761803332989,0.5945347271943193,0.7532119459048776
ARL9,16.564877627843305,-0.2895984306081315,0.5440402259750187,-0.5323106946533569,0.594510826325571,0.7532119459048776
TMEM44-AS2,6.000913403085547,-0.4478906644425457,0.8417753356179873,-0.5320786265538748,0.5946715399302793,0.7533046046748826
MRPL33,129.11533850164926,-0.20190372521258726,0.379883483561957,-0.5314885588587528,0.5950802675672859,0.7537653377824824
GDF10,55.26010962092311,-0.299915514071275,0.5653617353581784,-0.5304842816807667,0.5957762042365558,0.7544921750058834
ASXL1,471.1647192330243,-0.11937597631030211,0.22500960330475805,-0.5305372506639933,0.5957394889083237,0.7544921750058834
SCIMP,9.369375687431024,0.3476094976305671,0.6552915168975547,0.5304654320512296,0.5957892700625771,0.7544921750058834
LOC105372998,14.320344506354294,0.3262454871325359,0.6156093869974927,0.5299553483479691,0.5961428897289954,0.754494423866763
ANKRD34A,377.6030326927242,-0.22342208863939164,0.42163022869336436,-0.5299005465803023,0.5961808871877512,0.754494423866763
LOC105370941,7.136310789853816,0.45579438962717483,0.8599290237749848,0.5300372205444263,0.59608612472165,0.754494423866763
ATP8B2,372.4811133555372,-0.16724903366480523,0.3153936219627354,-0.5302866704278698,0.5959131871229415,0.754494423866763
SPATA2,593.727564928006,0.14384996358018162,0.27136768038392206,0.5300924685528778,0.5960478206357802,0.754494423866763
EXTL1,501.70119006351183,-0.19543469904884345,0.3686941292893801,-0.5300727175274629,0.5960615141222465,0.754494423866763
POT1-AS1,8.441865737542651,0.3846423637140424,0.7259358589210165,0.529857230480045,0.5962109217029019,0.754494423866763
FPASL,5.909276878869747,0.4737402282592047,0.8942748096750186,0.5297479288624523,0.5962867123165836,0.754494423866763
SSBP3-AS1,18.13551708432179,0.31697562950116037,0.5978107434636278,0.5302273887964107,0.5959542835789948,0.754494423866763
ALKAL2,6.495797164260846,0.42288294432997336,0.7976067576333257,0.5301897711909562,0.5959803623144606,0.754494423866763
LOC124902798,9.899483271240335,0.3503851054692409,0.661403155944173,0.5297602563886403,0.5962781640919902,0.754494423866763
UNC119B,310.35793767574756,-0.15812587829493147,0.2985616155452716,-0.5296256118059305,0.596371533142998,0.7545447295561704
OXSM,46.52740707292708,0.21067541163625633,0.39790704383928227,0.529458864571771,0.5964871729506042,0.7545729332197586
TUBE1,109.10699296763748,0.21330155077752688,0.40286635768746,0.5294598238530611,0.5964865076563723,0.7545729332197586
RIOK2,81.19521057823708,0.16157576346215094,0.30520629634526136,0.5293985261672652,0.5965290203672925,0.7545729332197586
PXK,672.5824626964977,0.24568856970655892,0.46467899132150975,0.5287275179104619,0.596994485055151,0.755047636359502
RRP15,86.99327623010981,-0.17786212450921424,0.33636456797506004,-0.5287778245489934,0.5969595826409799,0.755047636359502
TOP6BL,81.98952352320885,-0.1824422311537005,0.3451370572691557,-0.5286080625396959,0.5970773661232678,0.755095424348036
CXCL14,639.5805006324242,-0.2654986160196897,0.5024386033673356,-0.5284200183670645,0.5972078463892565,0.7552033970199918
SLC7A1,642.1705227406809,-0.1861785095750087,0.3524616549391541,-0.5282234449223957,0.5973442588159193,0.7553188543734899
ZBTB1,146.3487391192332,0.15056226656724495,0.2851056037544981,0.5280929753204456,0.5974348062062549,0.7553763040940521
LOC107984851,6.841748002608327,0.3923784092545652,0.7435832160863947,0.5276859412181459,0.5977173325995078,0.7556194048354969
LAMTOR5,342.9944550780699,0.15251133428490443,0.28898385495134876,0.5277503627688134,0.5976726129210775,0.7556194048354969
MRM3,112.8021443859007,0.13941595495294834,0.26426600401507633,0.527559174599676,0.5978053349576448,0.7556518256078796
YOD1,91.56207126435724,-0.22599222235417438,0.42840585803385345,-0.5275189825632964,0.5978332378062339,0.7556518256078796
ASIC1,549.2881278649683,-0.20897701508775782,0.3962996595629031,-0.5273207030211635,0.5979708997042854,0.7557687760151385
C19orf48P,82.95102416809577,-0.23849459367230177,0.452642833224238,-0.5268935597046165,0.5982675064790187,0.7560295191309199
ACOT7,1359.5972802552837,-0.22548738244335362,0.4279180928993672,-0.5269405201251472,0.5982348940656402,0.7560295191309199
MTG2,200.05943234632306,0.12608967994068046,0.23940883788991885,0.526670949376802,0.5984221127515643,0.7561678255159756
NOL7,200.67637355158297,-0.12907300284472598,0.2453684504623037,-0.5260374860807773,0.5988621618524868,0.7564100722634322
VPS26A,265.4975697302696,0.1411156233519887,0.2682223363402344,0.5261143619783645,0.5988087505110301,0.7564100722634322
LSG1,190.17983340854073,0.13305547451172714,0.25294194445960483,0.5260316741693123,0.5988661999027609,0.7564100722634322
LOC124902663,8.747134976587603,0.3547503377390433,0.6744484946059566,0.5259858100006651,0.5988980662408916,0.7564100722634322
LOC100128079,30.93107688692761,0.2569944937080505,0.48835670975783924,0.5262433966259745,0.5987191055048698,0.7564100722634322
GPR160,7.138669797098113,-0.41792276301058257,0.794522645333404,-0.5260048476468665,0.5988848388267851,0.7564100722634322
TAB1,345.58202855965556,-0.18650799583303093,0.354618538226643,-0.5259397795888221,0.5989300488574165,0.7564100722634322
PPP1R12A,424.4340999218232,-0.16058127479742537,0.30539902877563385,-0.5258080729372552,0.5990215648799484,0.7564375181571289
NPAS2,442.737857307249,0.15090535620624915,0.28702644254593357,0.5257541948669046,0.5990590037430006,0.7564375181571289
TTLL3,33.28957300483386,-0.2107620326684689,0.4009066703414243,-0.5257134596662548,0.5990873105758293,0.7564375181571289
PLD2,200.09536910973318,0.22215542524564527,0.4229446450430442,0.5252588674412367,0.5994032471868547,0.7567793674330188
GPC1,1434.1072315540966,0.18120440190607112,0.3450481765257273,0.5251568164498335,0.599474181878128,0.756811860164923
TRDC,5.601922643844336,-0.43894796361214283,0.8361180989474145,-0.5249832101048076,0.5995948627619891,0.7568500853438934
GLUD1P3,5.601922643844336,-0.43894796361214283,0.8361180989474145,-0.5249832101048076,0.5995948627619891,0.7568500853438934
FRMD5,341.12388194459305,0.16530279937172485,0.31496934615002375,0.524821864071144,0.5997070308627648,0.7569346091335847
SMPX,10.661371231430218,0.31357332408474725,0.5976119740738735,0.5247105775795334,0.5997844030002876,0.7569752049322993
MARCHF2,548.0286752861115,0.21069558336949948,0.40173030373346774,0.5244702264464662,0.5999515229822365,0.7571290549302508
TOMM34,408.9031349856453,0.20894594611052356,0.3986389652577616,0.5241483254789663,0.6001753788684495,0.7571888606996274
CPAMD8,62.7258592516749,0.22855351213110162,0.4359720003584072,0.5242389693448446,0.600112339626294,0.7571888606996274
NEFM,4226.563550925664,0.14111360806426632,0.2692410527022167,0.5241162395109908,0.6001976941144582,0.7571888606996274
FAM161A,50.375729172467835,-0.18958939993430804,0.36175870822206324,-0.5240769485994787,0.6002250207875153,0.7571888606996274
ZNF253,31.57106408457915,-0.2710396695675328,0.5169868002937348,-0.5242680652843303,0.6000921051802871,0.7571888606996274
TRUB2,347.5098913781408,0.13301483303816844,0.2538913788142745,0.5239044888383976,0.6003449725220869,0.7572260805958435
BOD1L1,535.5820819763887,-0.16679696169473035,0.31836152595162176,-0.5239231128703562,0.6003320183410047,0.7572260805958435
AFAP1-AS1,7.444457804577714,-0.41276861084338645,0.788137369529976,-0.523726734451826,0.6004686181946142,0.7573249881779617
KDF1,8.609847476101413,0.44952048787418486,0.8585016589523895,0.5236105057999826,0.6005494728870111,0.757369915946382
CAPN13,18.27407277201231,-0.29452459703621886,0.5628640861315224,-0.5232605957513486,0.600792918210543,0.7576198691457549
BRK1,851.4795631135852,0.1243062062922805,0.23769881642579843,0.522956774297127,0.6010043341570841,0.7578293976298076
MIPEP,44.451543393388526,-0.21566422867695623,0.41253669989891634,-0.522775861468326,0.6011302393717871,0.757874010092704
FBXL12,95.96604373459093,-0.15985831316793236,0.30575665192762785,-0.5228285702375188,0.6010935557857207,0.757874010092704
POGLUT1,93.84252854523929,0.18837791241909432,0.3604083443642506,0.522679109306937,0.6011975783544858,0.7579018409853568
KCNA6,456.5181270813161,0.1722034625626519,0.32955790976562277,0.522528689070521,0.6013022767907164,0.7579767614683245
SLC35F2,32.26755434935041,0.24071585890029226,0.46105514262023334,0.5220977636910724,0.6016022634576419,0.7580788990866054
THTPA,260.444328861471,0.15778988353313284,0.3022260608912627,0.5220922479941389,0.6016061036216075,0.7580788990866054
PDZRN4,56.09320925673162,0.1893625804028063,0.362657953773056,0.5221520124753849,0.6015644947080216,0.7580788990866054
SUDS3,249.13623679972122,-0.14315065875200766,0.2742233739549814,-0.5220220898292511,0.6016549504277293,0.7580788990866054
HTR1D,17.484477989778032,0.2768728149353484,0.5302928905324239,0.5221130056210312,0.6015916517083508,0.7580788990866054
FRG1CP,12.790220825455949,0.31583987445858475,0.6049804426547258,0.5220662556836416,0.6016242002567798,0.7580788990866054
GRAMD1A,379.0617965390248,0.12197857043986543,0.23370685709430813,0.521929788267373,0.6017192170414556,0.7581028269482417
PDS5A,450.3245073863136,0.16437139434523512,0.31524259238671337,0.5214123925982628,0.6020795203408877,0.7584996981858267
FER1L5,10.933502313269047,0.35966682976398756,0.6899596101830522,0.5212867890463398,0.602167002640454,0.7585528357065725
MADCAM1,28.046099809203437,-0.23104415716280519,0.44331400079244854,-0.5211749612008663,0.6022448950437262,0.7585705024992128
XYLT2,246.820717311901,0.12748623652111538,0.24463114512117612,0.5211365726059373,0.6022716352260233,0.7585705024992128
MCUB,24.946720576760537,-0.2374279016482384,0.4560728329865316,-0.5205920731859289,0.6026509724923401,0.758914572228441
PLAT,153.92978549025767,0.15995507903057699,0.3072119359228252,0.5206668762725396,0.6025988529343718,0.758914572228441
ZNF582,32.755513186314495,-0.2258733237670418,0.43391342478744444,-0.5205492867101023,0.6026807851720963,0.758914572228441
SRCAP,969.6093687522234,-0.13319148011445128,0.2559407781043467,-0.5203996061157137,0.6027850845580843,0.7589888295864464
COX6A1,653.1150828209524,0.12948812032395035,0.24896217890984368,0.5201116124985463,0.6029857851113752,0.7591844488987793
ALOXE3,16.989906417809618,-0.3163566951968291,0.6085359064140935,-0.5198652895619872,0.6031574695403119,0.7592864198167794
RELL1,92.45279509334789,0.23391766566136776,0.44994306760697605,0.5198828085194418,0.6031452582896568,0.7592864198167794
SEPTIN9,1489.0309540838607,0.1481964859881256,0.2851364121544196,0.5197389027532118,0.6032455683174621,0.7593402342435414
CFL1,4218.688919303713,0.1238292603483241,0.23831054035934673,0.5196130232494244,0.603333319226689,0.7593936027310892
N4BP2L2,359.74132375895175,0.14922616224586358,0.2875852221445726,0.5188937078653011,0.6038348658180335,0.7595205694440333
VRK2,27.029761346350227,0.21685592256998604,0.41778642532230126,0.5190592834668876,0.6037194007269386,0.7595205694440333
LOC107986656,13.479000175295397,0.2993831983198665,0.5766090745695338,0.519213469790378,0.6036118869365806,0.7595205694440333
OSTC,53.719061164009524,0.19562818699638887,0.37694207537351676,0.5189873982694513,0.6037695290610545,0.7595205694440333
LOC105373043,7.45462959828847,-0.40921435580116006,0.7886449869218394,-0.5188828466384664,0.6038424403033309,0.7595205694440333
LOC105369194,7.811112903427268,-0.3757416818065502,0.723679809513535,-0.5192098451097145,0.6036144143197987,0.7595205694440333
IRAK4,54.64459053756878,0.20554443069509623,0.3959163719552599,0.5191612301355488,0.6036483125711297,0.7595205694440333
HR,613.3871394629585,-0.11762669796433813,0.22668243583217187,-0.5189052143917539,0.6038268413553296,0.7595205694440333
DZIP1L,16.546780820186,0.3413825714486558,0.6572684403137823,0.5193959583479751,0.6034846491811516,0.7595205694440333
FHIT,81.42583579431984,-0.15702394538602757,0.3026731496701299,-0.5187904693797947,0.60390686478676,0.7595445462322175
OR7A5,13.977353450532332,-0.5597634074940853,1.0807684817039085,-0.5179309139470633,0.6045064721452087,0.7602415780080648
FBXL7,246.44403168086328,0.15627431638095052,0.30186700481441886,0.5176926059773393,0.6046727579400821,0.7603173184846292
ULK4,16.013949752643168,-0.26974975630366294,0.52108159781977,-0.5176727741534313,0.604686597053366,0.7603173184846292
LINC00515,7.481372571844649,0.36679407773480466,0.7085762910890191,0.5176493799574843,0.6047029222563192,0.7603173184846292
LOC124900273,15.734951955973672,0.3241428342294614,0.6263304486234674,0.5175268661165269,0.6047884194818387,0.7603677200633658
FGF18,8.483438103972007,0.37494686420545154,0.7250124833206311,0.5171591839193674,0.6050450418733883,0.7606332443222474
NRG2,77.40496589711876,0.2307922767387046,0.44635419651942804,0.5170608421257648,0.6051136874272551,0.7606624311022492
TPRG1L,1333.7637510511147,-0.16333330999261386,0.31600613493690366,-0.5168675286168932,0.6052486362925419,0.7607749542888914
TMEM126B,173.8597430081031,-0.1902490747567208,0.3681405358817031,-0.5167838263207579,0.605307071622195,0.7607912931423234
SMTNL2,6.719764229433459,-0.43050154552341574,0.833331391240633,-0.5166030585773337,0.6054332801613389,0.7608128408570802
HARBI1,35.51577921567817,0.20576261190279127,0.39832398262672947,0.5165709846188498,0.605455674809537,0.7608128408570802
ERRFI1,255.0871563365531,-0.13597834028263428,0.263236175762528,-0.5165640318574745,0.6054605294087789,0.7608128408570802
DPH6-DT,8.984816538964616,0.40447450415246633,0.783169111899624,0.5164587034994128,0.6055340745468221,0.7608481573024155
NAA16,71.1601347787185,0.2351775174380555,0.45557166083594675,0.5162250808281595,0.6056972149939659,0.7609960357063829
TG,8.160056661553947,0.4925048607713314,0.9547964605166516,0.5158218333830346,0.6059788519691309,0.7612927594065972
PIGM,126.06945296785615,0.148976505796842,0.28888807600831135,0.5156893557370499,0.6060713900876569,0.7613518910366665
SNX3,999.8196179396344,-0.21518374824181005,0.4173495671301011,-0.5155959540620069,0.6061366367082031,0.7613729928585666
CHD5,2370.700416143723,0.13514948857910528,0.2621537931087734,0.5155351253034465,0.6061791309004749,0.7613729928585666
NDUFC2,320.2242603477716,-0.1624738600484326,0.3153563100120412,-0.5152072588692735,0.6064081971414927,0.7616035743277193
POLL,174.02924539196013,0.15733661817315991,0.30560434732017977,0.5148376309199533,0.6066664867686473,0.7618708208545886
ITGB1BP1,530.5416622665871,0.18879480704995705,0.36681953851339016,0.5146803461317407,0.6067764095727203,0.7619517175555443
LOC107984275,9.919299578559453,-0.33625761326192743,0.6534730456896787,-0.5145699818529462,0.6068535460000127,0.7619914341375489
IER3IP1,116.44791046559659,-0.2185000834479101,0.4247172361624031,-0.5144601274537401,0.6069303304097762,0.7620307027880393
CYREN,80.00139883904849,-0.1600254418796364,0.3112883767409648,-0.514074581116788,0.6071998482464167,0.7621970720874022
TUBG1,191.14705865317117,-0.15272054791665515,0.2970633648357601,-0.5141009158133351,0.6071814371624851,0.7621970720874022
RRAS2,17.923297202739075,-0.27159235513161845,0.5283735085535298,-0.5140158443505751,0.6072409131273855,0.7621970720874022
DENR,224.01676206827742,-0.1359491774489239,0.26448735923675404,-0.514010113153385,0.6072449200696336,0.7621970720874022
PRELID3B,79.53619428355685,-0.16404743870769026,0.3192917508326972,-0.5137853962085228,0.6074020392742097,0.7622739852780046
CCR1,25.30646959568071,0.31858429703630475,0.6201430114290005,0.5137271422315771,0.6074427726686822,0.7622739852780046
GAL3ST3,105.72181159411639,-0.1413347238162749,0.27506745932391713,-0.5138184071778564,0.607378957291117,0.7622739852780046
MEAT6,6.683799933511305,-0.4302996323660438,0.8379963780448355,-0.5134862675301699,0.6076112143540591,0.7624282204094998
SMIM27,23.22262629868128,0.23984152716208845,0.46751293096346186,0.5130158147023169,0.6079402582023441,0.7624411417377013
CIC,1434.5986459137423,0.15774703838379112,0.3074803255571828,0.51303132354221,0.6079294097521217,0.7624411417377013
VHL,367.8643723708885,-0.12375804245081193,0.24113325795327314,-0.5132350613982655,0.607786902917953,0.7624411417377013
MTBP,15.748979129118846,-0.278231627045099,0.5421644705852401,-0.5131867581524875,0.6078206878426159,0.7624411417377013
GTF3C3,141.72237353710884,-0.1722171107600302,0.33559808475350755,-0.5131647604202553,0.6078360740784856,0.7624411417377013
LOC124902520,6.805698106101038,0.43592459032452957,0.8491517668996167,0.5133647568280487,0.60769619368919,0.7624411417377013
TMEM51,45.62575491212936,-0.22512888587900895,0.43873566755896026,-0.5131310320211305,0.6078596656250657,0.7624411417377013
NANS,97.04280582373529,0.1665830386128108,0.3247709410346033,0.5129247034298611,0.6080039923785938,0.762463964079327
RHEBL1,43.89278893326119,0.29293829538804483,0.5715961171575903,0.5124917517717866,0.6083068915116467,0.7627866840014239
AP1B1,1228.0977984771068,-0.15181531842041396,0.2963022351960983,-0.5123664299053964,0.6083945810163296,0.7628395135942356
USP34,605.3729048705652,-0.1639858343167644,0.3201934493823658,-0.5121461248913223,0.6085487452386216,0.7628614352231399
PLAGL2,78.07545591054918,-0.1492463801149014,0.29135035207209514,-0.5122574215320329,0.6084708603153782,0.7628614352231399
CLCA4,41.311410657350415,-0.24229662320384118,0.4730419229003657,-0.5122096192198907,0.6085043116293372,0.7628614352231399
MRPL32,106.37245839051026,0.1923665997248821,0.37569203553921976,0.5120326797686408,0.6086281382295078,0.7628641161814759
RAVER2,116.43383435782526,-0.17010901096624514,0.3322358130324583,-0.5120128664444313,0.6086420047819121,0.7628641161814759
ARIH2,679.1889825789721,-0.11809658408509276,0.23074803150769382,-0.5117988799880837,0.6087917742989571,0.7629376146143056
JPX,21.770679076358192,-0.27687573042380553,0.5409397967288525,-0.5118420424936682,0.608761563460566,0.7629376146143056
NLRP1,33.40552346568321,0.2535900686560782,0.4959345300233957,0.511337794212706,0.6091145448325592,0.7631064435148723
POU2AF3,22.05988695851083,0.24863130204082265,0.48625422970046095,0.5113195667089268,0.6091273060640827,0.7631064435148723
TMEM116,44.249017764602485,-0.1792096152515127,0.35033968984734265,-0.5115310096027135,0.6089792803963152,0.7631064435148723
SFT2D1,202.44799878205848,-0.1728068899997622,0.3380311859422021,-0.5112158202743737,0.6091999420964703,0.7631064435148723
MAMDC2,6.706331737831484,0.44095179958399483,0.8625193644583062,0.5112369852251708,0.6091851235582538,0.7631064435148723
CCT6B,13.351563490350891,-0.4456897427370063,0.8716102046393159,-0.5113406662344422,0.6091125341163881,0.7631064435148723
KDM3A,351.99982609567434,0.13486818619982802,0.2639585805193455,0.510944504757039,0.6093899165471632,0.7632302163711349
CALHM1,30.55428558569673,-0.3199494851230697,0.6261633750638097,-0.5109680601974924,0.6093734220421333,0.7632302163711349
PON2,694.7751556456443,-0.12355944201274621,0.24204043739137604,-0.5104909053397235,0.6097075845501745,0.7635709645256635
NDUFAF4,178.42750709115748,-0.19947015771621873,0.39116753189618,-0.5099353638817862,0.6100967455559273,0.7640011897082079
DIDO1,418.8577543968626,-0.14054752813867,0.27579688381778716,-0.5096052072565352,0.6103280750176906,0.7642337188226302
LAMA1,28.56371517206959,-0.26219149706293066,0.5146409690597676,-0.5094648751768558,0.6104264126985878,0.7642996974669224
VPS29,260.8996495071241,-0.1783128084034597,0.35007572276446447,-0.5093549675349265,0.6105034353696028,0.7643389802473927
NTN3,6.25935969470019,0.4249945777864221,0.8345812138190433,0.5092309421172412,0.6105903568785912,0.7643643522892294
EXOSC5,124.62831415033789,0.178990202310189,0.3515154866619151,0.5091957797078238,0.6106150009687489,0.7643643522892294
ATP6V0E2-AS1,39.89372004739233,-0.21975196244460865,0.43167598967597015,-0.5090669106001506,0.610705324544022,0.7643852021148813
ANKRD27,271.46916321180555,0.12447444944773504,0.24454522729722628,0.5090037978800778,0.6107495620281319,0.7643852021148813
F8A1,28.5051839225781,0.20750637758110857,0.40769333718576334,0.5089766220205835,0.6107686107916266,0.7643852021148813
POU6F1,695.5421567782088,-0.11384666536458599,0.22381316085979902,-0.5086683237358941,0.6109847291603799,0.7645985280314949
ARSL,15.56045359445398,-0.30360916988569603,0.5971825839309161,-0.5084025858343157,0.6111710397245955,0.7647618807545062
LOC729683,24.546002136893573,0.2700810089588487,0.5312875453177596,0.5083518545448209,0.6112066106221216,0.7647618807545062
HPRT1,395.60822861572564,-0.27676704915312106,0.5446890296548221,-0.5081193746980963,0.6113696285963741,0.7649086947035559
PTRH1,7.731029690032422,-0.3715676132069569,0.7314755181712376,-0.5079699921275743,0.6114743878137754,0.7649826023276939
ARHGEF26-AS1,55.795028860045754,0.21151145023439522,0.4164515379904536,0.507889708500113,0.61153069251241,0.7649958846042431
SNRPN,48.59877793561927,-0.19418630562731656,0.382656350108058,-0.5074691837009381,0.6118256534359559,0.7650913832073746
SAV1,102.76303884196886,-0.14868456726635995,0.2930004126729918,-0.5074551462570872,0.61183550054627,0.7650913832073746
CHUK,114.20792715012642,-0.1440978271332721,0.2838391168242464,-0.5076743077047329,0.6116817692372558,0.7650913832073746
WDR54,167.627596514168,-0.1397787377169198,0.27542129282047123,-0.5075088286947815,0.6117978432937132,0.7650913832073746
NDUFAF3,487.56882092883825,0.11348464607244758,0.2236184618935558,0.5074922933977929,0.6118094423941332,0.7650913832073746
ZNF443,10.340182273239272,-0.3371350463001238,0.6645217774428398,-0.5073348349808192,0.6119199004416312,0.7651397814199592
UBA1,2940.5443472902607,-0.12227261267504531,0.24106148891526685,-0.5072258253495818,0.6119963765374161,0.765178265288418
APRG1,9.380193016579096,0.3885506938075316,0.7665699148103978,0.5068692187112966,0.6122465847369392,0.7653853579192736
GFOD1,1230.441941882538,-0.13829142944583414,0.2728503251085627,-0.5068398924971419,0.6122671630894473,0.7653853579192736
TMPO,175.56423543420314,-0.20181601200857333,0.39822074788453765,-0.5067943171737727,0.6122991441309527,0.7653853579192736
TMEM267,41.22769929919943,-0.1934093171413016,0.38172239983214484,-0.50667531490515,0.6123826536910102,0.7653979296269691
KCMF1,463.8416124741645,-0.12126801713487985,0.23938355838190142,-0.5065845706137198,0.6124463366663958,0.7653979296269691
LOC105373194,6.609686381000469,0.4158874949859042,0.8208863580157364,0.5066322407783657,0.6124128820986393,0.7653979296269691
GALNT7-DT,11.38195187221388,0.2944688189086145,0.5816597097694081,0.5062561734340394,0.6126768253201873,0.7654003404581972
