"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2001223","negative regulation of neuron migration","3/1473","12/18805",0.25,3.19161575016972,2.21390577685905,0.0618494417870258,0.341713631456764,0.301339822875513,"ERBB4/NEXMIF/NRG3",3
"GO:0016358","dendrite development","26/1473","242/18805",0.107438016528926,1.37160346288286,1.69615488534541,0.0623639222575696,0.343997806297715,0.303354120166067,"ABI3/ADGRB3/BTBD3/CAPRIN1/CDKL5/CHRNA3/CHRNB2/DCLK1/DNM3/EFNA1/EPHA4/EPHB1/EPHB3/FBXW8/FSTL4/GSK3B/KIDINS220/LPAR1/LRP8/MEF2A/PREX2/RELN/SEZ6/TIAM1/TMEM106B/ZMYND8",26
"GO:0030099","myeloid cell differentiation","45/1473","455/18805",0.0989010989010989,1.26261721984736,1.65315287972113,0.0623845986297165,0.343997806297715,0.303354120166067,"CAMK4/CDK5RAP3/CEBPB/CITED2/CSF1/EPHA2/FARP2/FASN/FSTL3/GAB2/GPR183/GPR55/HIF1A/HIPK2/IFI16/IL33/IREB2/ISG15/ITPKB/JMJD6/KIT/KITLG/KLF10/LTBR/LYAR/MAF/MEIS1/MT1G/MTURN/NFKBIA/NOTCH2/PPARGC1B/PRKDC/PRKX/PRMT6/RAB7B/RPS19/SLC25A40/SLC25A5/SMAP1/SPI1/TCIRG1/TFRC/TRIB1/UBASH3B",45
"GO:0001523","retinoid metabolic process","11/1473","84/18805",0.130952380952381,1.67179872627938,1.79893906140918,0.0628985886387288,0.346401055591165,0.305473423143027,"AKR1C3/ALDH1A1/BCO2/CYP26B1/CYP4V2/DHRS3/DHRS9/HSD17B6/LRP1/LRP8/RARRES2",11
"GO:0030641","regulation of cellular pH","12/1473","94/18805",0.127659574468085,1.62976123412922,1.78440530371029,0.0629430085088688,0.346401055591165,0.305473423143027,"ATP5F1B/ATP6V1A/DMXL1/DMXL2/MAPK1/RAB20/SLC11A1/SLC26A6/SLC4A10/SLC4A4/TCIRG1/TMEM106B",12
"GO:0050885","neuromuscular process controlling balance","8/1473","55/18805",0.145454545454545,1.85694007282602,1.85538189886759,0.0632968556098011,0.347171837422287,0.306153136327063,"GM2A/GPR88/MYO7A/NKX6-2/NRXN1/SLC1A3/TNR/USH1C",8
"GO:1903351","cellular response to dopamine","8/1473","55/18805",0.145454545454545,1.85694007282602,1.85538189886759,0.0632968556098011,0.347171837422287,0.306153136327063,"GNAL/GSK3B/HTR2C/HTR3B/PALM/PRKN/PRMT5/RGS8",8
"GO:0051051","negative regulation of transport","46/1473","467/18805",0.0985010706638116,1.25751027415681,1.64277911072574,0.0634113328854248,0.347171837422287,0.306153136327063,"ABCA7/ADA/ADRA2B/ARFIP1/ATF4/ATP1A2/ATP9A/CAV1/CRH/CRYAB/DDX39A/EPHA3/FRMD4A/GABRE/GPR35/HAMP/HMGCR/ITGAV/KCNAB1/KCNE4/KCNE5/LGALS9/NOS3/NUP153/P2RY1/PIM3/PKDCC/PRKCE/PRKN/RSAD2/SERGEF/SERPINE2/SFRP4/SLC43A1/SLC43A2/SP100/SPI1/SPX/STC1/SYT11/THBS1/TLR9/TSPO/UBR3/UCN/VAMP8",46
"GO:0003209","cardiac atrium morphogenesis","5/1473","28/18805",0.178571428571429,2.27972553583552,1.97553579461815,0.0636358852741489,0.347171837422287,0.306153136327063,"BMPR2/DLL4/HEG1/HEY2/NOTCH2",5
"GO:0030325","adrenal gland development","5/1473","28/18805",0.178571428571429,2.27972553583552,1.97553579461815,0.0636358852741489,0.347171837422287,0.306153136327063,"CITED2/CRH/PBX1/PDGFRA/TSPO",5
"GO:0034643","establishment of mitochondrion localization, microtubule-mediated","5/1473","28/18805",0.178571428571429,2.27972553583552,1.97553579461815,0.0636358852741489,0.347171837422287,0.306153136327063,"AGBL4/HAP1/HIF1A/KIF5B/UXT",5
"GO:0035458","cellular response to interferon-beta","5/1473","28/18805",0.178571428571429,2.27972553583552,1.97553579461815,0.0636358852741489,0.347171837422287,0.306153136327063,"IFI16/IFITM2/IRF1/OAS1/PNPT1",5
"GO:0047497","mitochondrion transport along microtubule","5/1473","28/18805",0.178571428571429,2.27972553583552,1.97553579461815,0.0636358852741489,0.347171837422287,0.306153136327063,"AGBL4/HAP1/HIF1A/KIF5B/UXT",5
"GO:0052372","modulation by symbiont of entry into host","5/1473","28/18805",0.178571428571429,2.27972553583552,1.97553579461815,0.0636358852741489,0.347171837422287,0.306153136327063,"CAV1/ITGAV/LGALS1/LGALS9/TRIM21",5
"GO:0051260","protein homooligomerization","23/1473","210/18805",0.10952380952381,1.39823166197912,1.69180185490233,0.0641540333375872,0.349661134449415,0.308348320411588,"AQP4/G3BP2/ITPR1/ITPR3/JMJD6/KCNA1/KCNA2/KCND2/KCNS2/KCNV1/KCTD8/MLKL/PNPT1/PRMT8/ROM1/SCARA5/SGTB/SHKBP1/SLC1A2/TRIM72/TRPM3/TRPV1/VASP",23
"GO:0021761","limbic system development","15/1473","125/18805",0.12,1.53197556008147,1.73964408811052,0.0642818052692073,0.350020003257765,0.308664788509985,"ATP1A2/BAX/CNTNAP2/CRH/EPHA5/GSK3B/HAP1/KCNA1/LRP8/MAS1/RELN/SCN2A/SLC32A1/TUBA1A/VPS13B",15
"GO:0042742","defense response to bacterium","35/1473","343/18805",0.102040816326531,1.30270030619172,1.64938750970933,0.0648500963261149,0.352774537473726,0.311093871743229,"ADM/BCL3/CASP7/CEBPB/CYBA/EPHA2/FCGR1A/FGR/GNLY/GSDMB/HAMP/IL33/ISG15/LYG1/MPEG1/NOTCH2/OAS1/OAS2/OAS3/P2RX7/PLAC8/RARRES2/ROMO1/RPL39/RPS19/SERPINE1/SIGLEC16/SLC11A1/STAB1/SYT11/TAB3/TFEB/TLR9/VGF/VIP",35
"GO:1903214","regulation of protein targeting to mitochondrion","7/1473","46/18805",0.152173913043478,1.94272263053809,1.866208491978,0.0652035716330861,0.353773650301933,0.311974938387837,"CDKN2A/LEPROT/MICALL2/NPEPPS/PRKAA1/PRKN/SIAH3",7
"GO:0003382","epithelial cell morphogenesis","6/1473","37/18805",0.162162162162162,2.07023724335333,1.89965213089322,0.0657310631726894,0.353773650301933,0.311974938387837,"CCDC88C/FAT1/FRMD6/HEG1/PLOD3/STC1",6
"GO:0045773","positive regulation of axon extension","6/1473","37/18805",0.162162162162162,2.07023724335333,1.89965213089322,0.0657310631726894,0.353773650301933,0.311974938387837,"BMPR2/CDH4/CDKL5/CXCL12/FN1/SEMA5A",6
"GO:0046825","regulation of protein export from nucleus","6/1473","37/18805",0.162162162162162,2.07023724335333,1.89965213089322,0.0657310631726894,0.353773650301933,0.311974938387837,"ANP32B/CDKN2A/GSK3B/RAPGEF3/SIRT7/SP100",6
"GO:0070633","transepithelial transport","6/1473","37/18805",0.162162162162162,2.07023724335333,1.89965213089322,0.0657310631726894,0.353773650301933,0.311974938387837,"EDNRB/GPLD1/ITPR1/SLC1A2/SLC1A3/SLC26A6",6
"GO:0071353","cellular response to interleukin-4","6/1473","37/18805",0.162162162162162,2.07023724335333,1.89965213089322,0.0657310631726894,0.353773650301933,0.311974938387837,"FASN/IL2RG/IL4R/MCM2/MRC1/PARP14",6
"GO:0002931","response to ischemia","9/1473","65/18805",0.138461538461538,1.76766410778631,1.80736253349599,0.0657512989897173,0.353773650301933,0.311974938387837,"CAV1/CPEB4/CSF1/CX3CR1/EGR1/NOL3/P2RX7/PER2/RELA",9
"GO:0006518","peptide metabolic process","9/1473","65/18805",0.138461538461538,1.76766410778631,1.80736253349599,0.0657512989897173,0.353773650301933,0.311974938387837,"CPE/ECE1/ERAP1/LANCL1/LANCL2/NPEPPS/PAM/PCSK1/SLC1A2",9
"GO:0010522","regulation of calcium ion transport into cytosol","4/1473","20/18805",0.2,2.55329260013578,2.02611842489717,0.0662230222964339,0.353773650301933,0.311974938387837,"BAX/CAV1/P2RX7/TRPC3",4
"GO:0010587","miRNA catabolic process","4/1473","20/18805",0.2,2.55329260013578,2.02611842489717,0.0662230222964339,0.353773650301933,0.311974938387837,"MALAT1/NEAT1/OIP5-AS1/PNPT1",4
"GO:0010759","positive regulation of macrophage chemotaxis","4/1473","20/18805",0.2,2.55329260013578,2.02611842489717,0.0662230222964339,0.353773650301933,0.311974938387837,"CSF1/MAPK1/RARRES2/THBS1",4
"GO:0022410","circadian sleep/wake cycle process","4/1473","20/18805",0.2,2.55329260013578,2.02611842489717,0.0662230222964339,0.353773650301933,0.311974938387837,"CHRNB2/CRH/KCNA2/PER3",4
"GO:0034244","negative regulation of transcription elongation by RNA polymerase II","4/1473","20/18805",0.2,2.55329260013578,2.02611842489717,0.0662230222964339,0.353773650301933,0.311974938387837,"AXIN1/HEXIM1/LARP7/RN7SK",4
"GO:0045472","response to ether","4/1473","20/18805",0.2,2.55329260013578,2.02611842489717,0.0662230222964339,0.353773650301933,0.311974938387837,"ADM/CRH/PLCB1/UCP3",4
"GO:0048311","mitochondrion distribution","4/1473","20/18805",0.2,2.55329260013578,2.02611842489717,0.0662230222964339,0.353773650301933,0.311974938387837,"HAP1/KAT2A/KIF5B/MEF2A",4
"GO:0051580","regulation of neurotransmitter uptake","4/1473","20/18805",0.2,2.55329260013578,2.02611842489717,0.0662230222964339,0.353773650301933,0.311974938387837,"ATP1A2/PER2/PRKN/RAB3B",4
"GO:0061003","positive regulation of dendritic spine morphogenesis","4/1473","20/18805",0.2,2.55329260013578,2.02611842489717,0.0662230222964339,0.353773650301933,0.311974938387837,"CAPRIN1/LRP8/RELN/TIAM1",4
"GO:0071605","monocyte chemotactic protein-1 production","4/1473","20/18805",0.2,2.55329260013578,2.02611842489717,0.0662230222964339,0.353773650301933,0.311974938387837,"ERBIN/LGALS9/OAS1/OAS3",4
"GO:0071637","regulation of monocyte chemotactic protein-1 production","4/1473","20/18805",0.2,2.55329260013578,2.02611842489717,0.0662230222964339,0.353773650301933,0.311974938387837,"ERBIN/LGALS9/OAS1/OAS3",4
"GO:0046031","ADP metabolic process","13/1473","105/18805",0.123809523809524,1.58060970484596,1.73924310976497,0.0664866312024726,0.354846496276086,0.312921026533182,"ARL2/DDIT4/ENO2/GIT1/GPD1/HIF1A/MLXIPL/NUPR1/P2RX7/PFKM/PRKAA1/PRKAA2/SLC4A4",13
"GO:0016050","vesicle organization","39/1473","389/18805",0.10025706940874,1.27992816716318,1.62639452115169,0.0666334309423728,0.355294482722916,0.313316082931614,"ARFGEF2/ATP6V1A/BLOC1S1/CAV1/CHN2/CLTRN/CPLX3/DNM3/EXOC8/F2RL3/GARIN1A/LAPTM4B/MFSD14A/MX1/MX2/MYO7A/P2RX7/PHETA1/PLEKHF1/PRKN/RAB20/RAB7B/RPH3A/SEC23A/SEC23B/SEC24A/SEC24D/SERPINE2/STX10/SYNJ1/SYT11/SYT2/TRAPPC10/TRAPPC11/TYRP1/VAMP8/VPS13B/YIPF5/ZFYVE16",39
"GO:0003281","ventricular septum development","10/1473","75/18805",0.133333333333333,1.70219506675719,1.77632190549589,0.0669935378198267,0.356877922486014,0.314712437697187,"BMPR2/CITED2/HEG1/HEY2/NOS3/PRDM1/ROBO2/SLIT3/SMAD6/ZFPM2",10
"GO:0070227","lymphocyte apoptotic process","11/1473","85/18805",0.129411764705882,1.65213050597021,1.75668224426426,0.0673799543196257,0.358261055328809,0.315932152006167,"ADA/BAX/BCL3/CASP7/DOCK8/EFNA1/HIF1A/LGALS9/P2RX7/RORC/SLC39A10",11
"GO:1901657","glycosyl compound metabolic process","11/1473","85/18805",0.129411764705882,1.65213050597021,1.75668224426426,0.0673799543196257,0.358261055328809,0.315932152006167,"ADA/AKR1C3/CDA/FUCA1/MACROD1/NME4/NUDT12/PARP10/PARP9/TYMP/UPP1",11
"GO:0048736","appendage development","21/1473","190/18805",0.110526315789474,1.41103012112767,1.66004967404497,0.0688607250513151,0.364907465975096,0.321793282562685,"ARK2C/BAX/BBS7/BMPR2/CYP26B1/ECE1/FBXW4/FREM2/KAT2A/LMBR1/LNPK/MSX1/MYH3/NOTCH2/PBX1/PKDCC/SCX/SEMA3C/TBX2/TMEM231/ZNF358",21
"GO:0060173","limb development","21/1473","190/18805",0.110526315789474,1.41103012112767,1.66004967404497,0.0688607250513151,0.364907465975096,0.321793282562685,"ARK2C/BAX/BBS7/BMPR2/CYP26B1/ECE1/FBXW4/FREM2/KAT2A/LMBR1/LNPK/MSX1/MYH3/NOTCH2/PBX1/PKDCC/SCX/SEMA3C/TBX2/TMEM231/ZNF358",21
"GO:0002639","positive regulation of immunoglobulin production","8/1473","56/18805",0.142857142857143,1.82378042866841,1.7997765265443,0.0690173533487929,0.364907465975096,0.321793282562685,"IL2RG/IL33/IL4R/KMT5C/PMS2/TFRC/TLR9/TNFRSF4",8
"GO:0006473","protein acetylation","8/1473","56/18805",0.142857142857143,1.82378042866841,1.7997765265443,0.0690173533487929,0.364907465975096,0.321793282562685,"ARID5A/BLOC1S1/GSK3B/KAT2A/KLF15/NAA10/PRKAA1/PRKAA2",8
"GO:0086065","cell communication involved in cardiac conduction","8/1473","56/18805",0.142857142857143,1.82378042866841,1.7997765265443,0.0690173533487929,0.364907465975096,0.321793282562685,"ATP1A2/ATP1B2/CACNA1G/CAV1/KCNE5/NUP155/PKP2/SCN5A",8
"GO:1902895","positive regulation of miRNA transcription","8/1473","56/18805",0.142857142857143,1.82378042866841,1.7997765265443,0.0690173533487929,0.364907465975096,0.321793282562685,"ATOH8/EGR1/FOSL1/HIF1A/NOTCH2/RELA/SMAD6/SPI1",8
"GO:0002062","chondrocyte differentiation","14/1473","116/18805",0.120689655172414,1.54078001732331,1.70317295585558,0.0693788491537297,0.365811784625344,0.322590755056618,"ACVRL1/ARID5A/BMPR2/EFEMP1/GPLD1/HIF1A/LNPK/MAF/PKDCC/PTH1R/RUNX3/SCX/SERPINH1/SMPD3",14
"GO:0070555","response to interleukin-1","14/1473","116/18805",0.120689655172414,1.54078001732331,1.70317295585558,0.0693788491537297,0.365811784625344,0.322590755056618,"CD38/EGR1/HIF1A/HYAL1/HYAL2/LGALS9/NFKBIA/PCSK1/PLCB1/RELA/RORA/SELE/SIGIRR/TNIP2",14
"GO:0060759","regulation of response to cytokine stimulus","22/1473","201/18805",0.109452736318408,1.39732430853202,1.6509812993675,0.0693825607074254,0.365811784625344,0.322590755056618,"AGPAT2/CAV1/CSF1/CXCR4/HIF1A/IFIH1/IKBKE/IRF3/ISG15/NLRC5/NOL3/OAS1/OAS3/PARP14/PARP9/PRKN/RIGI/SIGIRR/SLIT3/TMC8/TRIM41/TRIM56",22
"GO:1903706","regulation of hemopoiesis","43/1473","436/18805",0.0986238532110092,1.25907777300273,1.59563222016675,0.0695801119892987,0.366511456629558,0.323207760111178,"ADA/CAMK4/CDKN2A/CEBPB/CSF1/CYP26B1/EGR3/FSTL3/GPR55/HIF1A/HLX/IL15RA/IL2RG/IL4I1/IL4R/IRF1/ISG15/ITPKB/KAT2A/KITLG/KLF10/LGALS1/LGALS9/MEIS1/MTURN/MYSM1/NFKBIA/NOTCH2/PCK1/PPARGC1B/PRDM1/PRKDC/PRMT6/RAB7B/RASGRP1/RUNX3/SMAP1/SMARCC1/SOX12/SPI1/TLR9/TRIB1/UBASH3B",43
"GO:0110053","regulation of actin filament organization","28/1473","267/18805",0.104868913857678,1.33880510868543,1.62546003682677,0.0698077235216026,0.367368019873462,0.323963119547965,"ARAP1/ARFIP1/BAIAP2L2/CAPZA2/CLASP2/CXCL12/ESAM/FCHSD1/FHOD1/KANK2/KANK3/LIMA1/LPAR1/MTSS1/PICK1/PPM1E/PRKCE/PRKN/RAPGEF3/RASA1/RHOC/SEMA5A/SPTB/TENM1/TGFB3/TTC8/VASP/WASF3",28
"GO:0045621","positive regulation of lymphocyte differentiation","16/1473","137/18805",0.116788321167883,1.49097378110118,1.68140309536092,0.0699196695338778,0.367604685727621,0.324171823093881,"ADA/EGR3/HLX/IL15RA/IL2RG/IL4I1/IL4R/ITPKB/LGALS9/PCK1/PRKDC/RASGRP1/RUNX3/SMARCC1/SOX12/SPI1",16
"GO:0090257","regulation of muscle system process","27/1473","256/18805",0.10546875,1.34646289460285,1.62711637597691,0.0699827745652725,0.367604685727621,0.324171823093881,"ADA/ADRA2B/ATP1A2/CAV1/CHRM2/CHRM3/CHRNA3/DMPK/DOCK4/EDN3/GPER1/HSP90AA1/KCNA1/KIT/MEF2A/NMUR2/NOL3/NOS3/NR4A3/PKP2/SCN5A/SPX/STC1/TNNC2/TNNT2/TRPC3/UCN",27
"GO:1990845","adaptive thermogenesis","19/1473","169/18805",0.112426035502959,1.43528282256153,1.65706935198825,0.0704626390379228,0.368504552287981,0.324965369516816,"ALDH1A1/ATF4/CAV1/CEBPB/CXCR4/ESRRG/G0S2/GADD45G/GPR3/IL4R/LEPR/LGR4/PER2/PLAC8/PPARGC1B/SLC25A5/SORL1/TRPV1/UCP3",19
"GO:0002027","regulation of heart rate","13/1473","106/18805",0.122641509433962,1.56569829253609,1.70267109825525,0.0706104794989178,0.368504552287981,0.324965369516816,"ADA/ADM/CACNA1G/CAV1/EDN3/EDNRB/HEY2/KCNE4/KCNE5/PKP2/SCN5A/SPX/TRPV1",13
"GO:0006885","regulation of pH","13/1473","106/18805",0.122641509433962,1.56569829253609,1.70267109825525,0.0706104794989178,0.368504552287981,0.324965369516816,"ATP5F1B/ATP6V1A/DMXL1/DMXL2/EDNRB/MAPK1/RAB20/SLC11A1/SLC26A6/SLC4A10/SLC4A4/TCIRG1/TMEM106B",13
"GO:0032526","response to retinoic acid","13/1473","106/18805",0.122641509433962,1.56569829253609,1.70267109825525,0.0706104794989178,0.368504552287981,0.324965369516816,"BRINP1/BRINP3/CD38/CYP26B1/EPHA3/FZD7/GDAP1/GSK3B/SP100/TBX2/TEAD2/TFRC/TNC",13
"GO:0090130","tissue migration","13/1473","106/18805",0.122641509433962,1.56569829253609,1.70267109825525,0.0706104794989178,0.368504552287981,0.324965369516816,"ADAM9/ARSB/BMPR2/CLASP2/HIF1A/KANK2/KIT/KITLG/MAP4K4/MCC/PRKCE/PTPRG/PTPRR",13
"GO:1901796","regulation of signal transduction by p53 class mediator","13/1473","106/18805",0.122641509433962,1.56569829253609,1.70267109825525,0.0706104794989178,0.368504552287981,0.324965369516816,"CDK5RAP3/CDKN2A/HEXIM1/HIC1/HIPK2/MSX1/MUC1/NOP2/NUAK1/PRKN/PRMT5/PRMT6/RPS15",13
"GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","13/1473","106/18805",0.122641509433962,1.56569829253609,1.70267109825525,0.0706104794989178,0.368504552287981,0.324965369516816,"AGBL4/AXIN1/BBS7/DNAJB2/FBXW8/GSK3B/HAMP/IL33/PLK1/PRKN/TRIB1/TRIM67/ZYG11B",13
"GO:0032102","negative regulation of response to external stimulus","44/1473","448/18805",0.0982142857142857,1.25384904470953,1.58531599313286,0.0706855566399725,0.368556057314691,0.325010789172917,"ADA/ADAMTS18/ANGPT2/CLASP2/CNTNAP2/DDX39A/DHX58/EPHA4/F12/FGR/GIT1/GPER1/GRID2/HAMP/IFI16/IL33/ISG15/KLKB1/LGALS9/LYAR/NLRC5/NMI/NOS3/OAS1/OAS3/PARP14/PDGFRA/PIM1/PTPRO/ROBO2/RORA/RPS19/SEMA3F/SEMA5A/SERPINE1/SERPINE2/SIGIRR/SYT11/THBS1/TNR/TRIB1/TRIM21/UBASH3B/VSIG4",44
"GO:0051965","positive regulation of synapse assembly","9/1473","66/18805",0.136363636363636,1.74088131827439,1.75771945885967,0.0710988044969208,0.370028032243643,0.326308848786391,"ADGRB3/BDNF/EPHB1/EPHB3/GRID2/LRRTM3/NLGN3/NRXN1/NTRK2",9
"GO:2000351","regulation of endothelial cell apoptotic process","9/1473","66/18805",0.136363636363636,1.74088131827439,1.75771945885967,0.0710988044969208,0.370028032243643,0.326308848786391,"AKR1C3/ANGPTL4/F3/GPER1/PDPK1/SEMA5A/SERPINE1/THBS1/TNIP2",9
"GO:0042327","positive regulation of phosphorylation","43/1473","437/18805",0.0983981693363844,1.25619658816749,1.57973877988945,0.0715748700091108,0.370724905567774,0.326923385827729,"ADAM9/ADRA2B/AXIN1/CAV1/CHRNA3/DHX34/EDN3/EFNA1/EPHA4/ERBB4/FZD7/GPER1/ITGA5/KIT/KITLG/KRAS/LAT/LEPR/MAP3K11/MAP3K12/MAPK1/MMD/MMD2/MT3/NTRK2/P2RY1/PARP14/PARP9/PDPK1/PIK3R3/PIM1/PLK1/PLPP3/PPARGC1B/RARRES2/RASGRP1/RELN/TENM1/TFRC/THBS1/TNFRSF10B/TNK2/TPD52L1",43
"GO:0031641","regulation of myelination","7/1473","47/18805",0.148936170212766,1.90138810648409,1.80372216074506,0.0716800254652953,0.370724905567774,0.326923385827729,"CDK18/EGR2/LGI4/NKX6-2/PTPRZ1/TYMP/WASF3",7
"GO:0001764","neuron migration","21/1473","191/18805",0.109947643979058,1.40364252887045,1.63454131267222,0.071925862679729,0.370724905567774,0.326923385827729,"ABI3/ADGRL3/ASTN1/BAX/CDKL5/CXCL12/CXCR4/DCLK1/DDIT4/ERBB4/HSP90AA1/LRP12/NEXMIF/NRCAM/NRG3/NTRK2/RELN/ROBO3/TUBA1A/TUBB2B/UNC5D",21
"GO:0032640","tumor necrosis factor production","21/1473","191/18805",0.109947643979058,1.40364252887045,1.63454131267222,0.071925862679729,0.370724905567774,0.326923385827729,"ARFGEF2/ARID5A/BCL3/CD14/CX3CR1/CYBA/FCGR1A/FCGR3A/HSPB1/IFIH1/IL33/LGALS9/LY96/OAS1/OAS2/OAS3/RIGI/SYT11/THBS1/TLR9/TSPO",21
"GO:0032680","regulation of tumor necrosis factor production","21/1473","191/18805",0.109947643979058,1.40364252887045,1.63454131267222,0.071925862679729,0.370724905567774,0.326923385827729,"ARFGEF2/ARID5A/BCL3/CD14/CX3CR1/CYBA/FCGR1A/FCGR3A/HSPB1/IFIH1/IL33/LGALS9/LY96/OAS1/OAS2/OAS3/RIGI/SYT11/THBS1/TLR9/TSPO",21
"GO:0050795","regulation of behavior","10/1473","76/18805",0.131578947368421,1.67979776324722,1.73113679408284,0.0719943089528517,0.370724905567774,0.326923385827729,"CHRNB2/CRH/KCNA2/LEPR/NR4A3/OPRL1/PENK/PER3/RELN/UCN",10
"GO:0034248","regulation of amide metabolic process","11/1473","86/18805",0.127906976744186,1.63291968613335,1.71497842963323,0.0720621834921884,0.370724905567774,0.326923385827729,"ABCA7/EFNA1/EPHA4/HAP1/LRRTM3/NTRK2/PRKAA1/RELA/SLC2A13/SORL1/SPON1",11
"GO:0010039","response to iron ion","5/1473","29/18805",0.172413793103448,2.20111431046188,1.88705238514058,0.0721509901140395,0.370724905567774,0.326923385827729,"CYBRD1/HAMP/HIF1A/SLC25A39/TFRC",5
"GO:0014046","dopamine secretion","5/1473","29/18805",0.172413793103448,2.20111431046188,1.88705238514058,0.0721509901140395,0.370724905567774,0.326923385827729,"CHRNB2/CXCL12/KCNA2/PRKN/SYT11",5
"GO:0045980","negative regulation of nucleotide metabolic process","5/1473","29/18805",0.172413793103448,2.20111431046188,1.88705238514058,0.0721509901140395,0.370724905567774,0.326923385827729,"CDA/DDIT4/GIT1/NUPR1/TSPO",5
"GO:0060142","regulation of syncytium formation by plasma membrane fusion","5/1473","29/18805",0.172413793103448,2.20111431046188,1.88705238514058,0.0721509901140395,0.370724905567774,0.326923385827729,"ADAM9/GDF15/IL4R/PLEKHO1/RAPGEF3",5
"GO:0060384","innervation","5/1473","29/18805",0.172413793103448,2.20111431046188,1.88705238514058,0.0721509901140395,0.370724905567774,0.326923385827729,"ARK2C/ECE1/EPHA4/LRIG1/SERPINE2",5
"GO:0097107","postsynaptic density assembly","5/1473","29/18805",0.172413793103448,2.20111431046188,1.88705238514058,0.0721509901140395,0.370724905567774,0.326923385827729,"ABI3/C1QL3/GRID2/NRXN1/RELN",5
"GO:1902430","negative regulation of amyloid-beta formation","5/1473","29/18805",0.172413793103448,2.20111431046188,1.88705238514058,0.0721509901140395,0.370724905567774,0.326923385827729,"ABCA7/HAP1/NTRK2/SORL1/SPON1",5
"GO:0045859","regulation of protein kinase activity","37/1473","369/18805",0.100271002710027,1.28010604613853,1.58417979939126,0.07228384645468,0.371070209048003,0.327227891355141,"ADAM9/ADRA2B/AXIN1/CDK5RAP3/CDKN2A/CHRNA3/EDN3/EFNA1/EPHA4/FGR/GPRC5A/HEG1/HERC5/HSPB1/HYAL2/LAT/MAP3K11/MAP3K12/MMD/MMD2/MT3/PDPK1/PIM1/PLK1/PPM1E/PREX2/RASGRP1/RASIP1/RELN/SERTAD1/STK38/TENM1/TFAP4/THBS1/TNFRSF10B/TPD52L1/TRIB1",37
"GO:0008207","C21-steroid hormone metabolic process","6/1473","38/18805",0.157894736842105,2.01575731589667,1.8272016754137,0.0731229202818614,0.374357559269095,0.330126837847649,"ADM/AKR1C3/DHRS9/EDNRB/EGR1/TSPO",6
"GO:0035909","aorta morphogenesis","6/1473","38/18805",0.157894736842105,2.01575731589667,1.8272016754137,0.0731229202818614,0.374357559269095,0.330126837847649,"ACVRL1/DLL4/EYA1/HEY2/LRP1/TBX2",6
"GO:0045589","regulation of regulatory T cell differentiation","6/1473","38/18805",0.157894736842105,2.01575731589667,1.8272016754137,0.0731229202818614,0.374357559269095,0.330126837847649,"IL2RG/IL4I1/IRF1/KAT2A/LGALS9/SOX12",6
"GO:0009135","purine nucleoside diphosphate metabolic process","14/1473","117/18805",0.11965811965812,1.52761095734619,1.66888910315267,0.0734066936418561,0.374453639407735,0.33021156602146,"ARL2/DDIT4/ENO2/GIT1/GPD1/HIF1A/MAGI3/MLXIPL/NUPR1/P2RX7/PFKM/PRKAA1/PRKAA2/SLC4A4",14
"GO:0009179","purine ribonucleoside diphosphate metabolic process","14/1473","117/18805",0.11965811965812,1.52761095734619,1.66888910315267,0.0734066936418561,0.374453639407735,0.33021156602146,"ARL2/DDIT4/ENO2/GIT1/GPD1/HIF1A/MAGI3/MLXIPL/NUPR1/P2RX7/PFKM/PRKAA1/PRKAA2/SLC4A4",14
"GO:0010821","regulation of mitochondrion organization","14/1473","117/18805",0.11965811965812,1.52761095734619,1.66888910315267,0.0734066936418561,0.374453639407735,0.33021156602146,"BAX/BOK/FZD9/GPER1/GSK3B/IFI6/NOL3/PRKN/PRMT6/SIRT7/SLC25A5/SLC30A9/TFRC/ZNF205",14
"GO:0043547","positive regulation of GTPase activity","14/1473","117/18805",0.11965811965812,1.52761095734619,1.66888910315267,0.0734066936418561,0.374453639407735,0.33021156602146,"ARAP1/DOCK8/EPHA2/GSK3B/MAP4K4/PKP4/RAPGEF3/RASGRF1/RASGRP1/RGS8/SYDE1/TBC1D30/TIAM1/USP6NL",14
"GO:0006898","receptor-mediated endocytosis","29/1473","280/18805",0.103571428571429,1.3222408107846,1.58373532402189,0.0746686566769902,0.375843277590819,0.331437017058243,"ADM/CAP1/CAV1/CD14/DNAJC6/DNM3/FCGR1A/HAMP/ITGAV/LPAR1/LRP1/M6PR/MRC1/MX1/MX2/NLGN3/PDLIM7/PICK1/RAMP1/RAMP3/SELE/SERPINE1/SFRP4/SIGLEC1/SMAP1/SORL1/STAB1/TFRC/TNK2",29
"GO:0043331","response to dsRNA","8/1473","57/18805",0.140350877192982,1.79178428079704,1.74529556628362,0.0750442245980471,0.375843277590819,0.331437017058243,"CAV1/IFIH1/IFIT1/IRF3/MAPK1/NFKBIA/P2RX7/RIGI",8
"GO:0050805","negative regulation of synaptic transmission","8/1473","57/18805",0.140350877192982,1.79178428079704,1.74529556628362,0.0750442245980471,0.375843277590819,0.331437017058243,"BCHE/CD38/GRID2/PENK/PICK1/SLC6A1/SORCS3/TNR",8
