"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048169","regulation of long-term neuronal synaptic plasticity","3/1473","25/18805",0.12,1.53197556008147,0.775918390302095,0.311380252867774,0.675075254778925,0.595314435761577,"GRM5/KIT/KRAS",3
"GO:0051152","positive regulation of smooth muscle cell differentiation","3/1473","25/18805",0.12,1.53197556008147,0.775918390302095,0.311380252867774,0.675075254778925,0.595314435761577,"GPER1/KIT/NOTCH2",3
"GO:0051457","maintenance of protein location in nucleus","3/1473","25/18805",0.12,1.53197556008147,0.775918390302095,0.311380252867774,0.675075254778925,0.595314435761577,"ARL2/SP100/SUN2",3
"GO:0051875","pigment granule localization","3/1473","25/18805",0.12,1.53197556008147,0.775918390302095,0.311380252867774,0.675075254778925,0.595314435761577,"BBS7/MYO5A/MYO7A",3
"GO:0072170","metanephric tubule development","3/1473","25/18805",0.12,1.53197556008147,0.775918390302095,0.311380252867774,0.675075254778925,0.595314435761577,"CALB1/LGR4/SOX8",3
"GO:0072243","metanephric nephron epithelium development","3/1473","25/18805",0.12,1.53197556008147,0.775918390302095,0.311380252867774,0.675075254778925,0.595314435761577,"CALB1/LGR4/SOX8",3
"GO:0090335","regulation of brown fat cell differentiation","3/1473","25/18805",0.12,1.53197556008147,0.775918390302095,0.311380252867774,0.675075254778925,0.595314435761577,"FNDC5/PIM1/VSTM2A",3
"GO:1903318","negative regulation of protein maturation","3/1473","25/18805",0.12,1.53197556008147,0.775918390302095,0.311380252867774,0.675075254778925,0.595314435761577,"SERPINE1/SERPINE2/THBS1",3
"GO:1903902","positive regulation of viral life cycle","3/1473","25/18805",0.12,1.53197556008147,0.775918390302095,0.311380252867774,0.675075254778925,0.595314435761577,"LGALS1/LGALS9/TRIM21",3
"GO:1902905","positive regulation of supramolecular fiber organization","16/1473","177/18805",0.0903954802259887,1.15403055373368,0.600222884685289,0.312035986080065,0.675748566197455,0.595908194760113,"ARL2/BAIAP2L2/FCHSD1/FHOD1/GIT1/LPAR1/MTSS1/PPM1E/PRKCE/RAPGEF3/RHOC/SEMA5A/TENM1/TGFB3/VASP/WASF3",16
"GO:0050657","nucleic acid transport","15/1473","165/18805",0.0909090909090909,1.16058754551626,0.603994567988295,0.312049497129398,0.675748566197455,0.595908194760113,"AKAP8L/CASC3/DDX39A/G3BP2/MX2/NEAT1/NUP153/NUP155/NUP58/PABPN1/PNPT1/RANBP17/THOC1/THOC6/UPF3B",15
"GO:0050658","RNA transport","15/1473","165/18805",0.0909090909090909,1.16058754551626,0.603994567988295,0.312049497129398,0.675748566197455,0.595908194760113,"AKAP8L/CASC3/DDX39A/G3BP2/MX2/NEAT1/NUP153/NUP155/NUP58/PABPN1/PNPT1/RANBP17/THOC1/THOC6/UPF3B",15
"GO:0009161","ribonucleoside monophosphate metabolic process","6/1473","59/18805",0.101694915254237,1.2982843729504,0.668966477362398,0.31499445695316,0.681082123450368,0.600611586869574,"ADA/CDA/GART/GMPS/MAGI3/UPP1",6
"GO:0032413","negative regulation of ion transmembrane transporter activity","6/1473","59/18805",0.101694915254237,1.2982843729504,0.668966477362398,0.31499445695316,0.681082123450368,0.600611586869574,"CAV1/GPR35/KCNAB1/KCNE4/KCNE5/TLR9",6
"GO:0039532","negative regulation of cytoplasmic pattern recognition receptor signaling pathway","6/1473","59/18805",0.101694915254237,1.2982843729504,0.668966477362398,0.31499445695316,0.681082123450368,0.600611586869574,"DHX58/ERBIN/HSPA8/IFI16/PRKDC/RAB7B",6
"GO:1901019","regulation of calcium ion transmembrane transporter activity","6/1473","59/18805",0.101694915254237,1.2982843729504,0.668966477362398,0.31499445695316,0.681082123450368,0.600611586869574,"CACNB4/GPR35/HAP1/STAC/STAC3/TLR9",6
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","32/1473","372/18805",0.0860215053763441,1.0981903656498,0.557627894018982,0.315330331110038,0.681399887995928,0.600891807215093,"ADA/BAX/BTNL9/CACNB4/CD14/CD22/CD247/CD38/CYBA/FCGR1A/FCGR3A/FGR/GPLD1/IFI35/IRF3/KIT/LAT/LIME1/LY96/MAPK1/NFKBIA/NMI/NR4A3/OAS1/PJA2/PRAM1/PRKCE/RAB7B/RELA/SLC39A10/TNIP2/TRIL",32
"GO:0050886","endocrine process","9/1473","94/18805",0.0957446808510638,1.22232092559691,0.629938169041878,0.31538253839302,0.681399887995928,0.600891807215093,"CRH/ECE1/ECRG4/EDN3/EDNRB/HSD11B2/NOS3/TSPO/UCN",9
"GO:0051146","striated muscle cell differentiation","27/1473","311/18805",0.0868167202572347,1.10834244700428,0.561649740586961,0.316311352305723,0.683145496076404,0.602431169948555,"ADGRB3/BDNF/CASP7/CYP26B1/DMPK/FZD7/GDF15/HDAC9/HEY2/HOMER1/IL4R/KAT2A/KCNH1/KRAS/LDB3/MEF2A/MEIS1/MSX1/MTLN/MYH3/PDGFRA/PLEKHO1/SGCD/STAC3/TCAP/TNNT2/TRIM72",27
"GO:0042326","negative regulation of phosphorylation","20/1473","226/18805",0.0884955752212389,1.12977548678574,0.572186850877528,0.317461268961999,0.684843928310388,0.603928930709146,"CAV1/CDK5RAP3/CDKN2A/GPRC5A/HEG1/HSPB1/HYAL2/MLXIPL/PARP14/PDPK1/PLK1/PLPP3/PPM1E/PREX2/PRKDC/PRKN/RASIP1/STK38/TFAP4/TRIB1",20
"GO:0050953","sensory perception of light stimulus","20/1473","226/18805",0.0884955752212389,1.12977548678574,0.572186850877528,0.317461268961999,0.684843928310388,0.603928930709146,"ATP8A2/BBS7/CACNB4/CHRNB2/CPLX3/CRB1/CRYGS/CYP4V2/DHRS3/DLL4/EFEMP1/GABRR2/GRM6/MYO7A/RCVRN/RIMS1/ROM1/SLC38A8/SLC4A10/USH1C",20
"GO:0060541","respiratory system development","20/1473","226/18805",0.0884955752212389,1.12977548678574,0.572186850877528,0.317461268961999,0.684843928310388,0.603928930709146,"ADA/BMPR2/CRH/GNG8/HEG1/HIPK2/JMJD6/KRAS/MAPK1/MSX1/NOS3/PDGFRA/PKDCC/PLOD3/SIM2/SMPD3/TBX2/TGFB3/TNC/ZFPM2",20
"GO:0032409","regulation of transporter activity","18/1473","202/18805",0.0891089108910891,1.13760561392188,0.573221535889035,0.318977964295211,0.687853282791505,0.606582726937419,"ATP1B2/CACNB4/CAV1/CHRM3/CLTRN/CRH/GPR35/HAP1/HOMER1/KCNAB1/KCNE4/KCNE5/PIM1/RELN/SGK2/STAC/STAC3/TLR9",18
"GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","12/1473","130/18805",0.0923076923076923,1.17844273852421,0.595171881484838,0.31983671677297,0.689308007870265,0.607865574787817,"ADA/ARID5A/AZGP1/FCGR1A/KMT5C/P2RX7/PMS2/PRKAA1/RSAD2/SLC11A1/TFRC/TNFSF13B",12
"GO:0010565","regulation of ketone metabolic process","13/1473","142/18805",0.0915492957746479,1.16876069724525,0.588473498798997,0.320307956914996,0.689308007870265,0.607865574787817,"ABCD2/ACADVL/ADM/AKR1C3/CAV1/EGR1/ELOVL5/ERLIN2/FGFR4/GDF15/MID1IP1/MLXIPL/MTLN",13
"GO:0018105","peptidyl-serine phosphorylation","13/1473","142/18805",0.0915492957746479,1.16876069724525,0.588473498798997,0.320307956914996,0.689308007870265,0.607865574787817,"CAV1/GSK3B/HIPK2/MAP3K12/MAPK1/MLXIPL/PCK1/PLK1/PRKCE/PRKDC/PRKX/TENM1/TFRC",13
"GO:0018209","peptidyl-serine modification","14/1473","154/18805",0.0909090909090909,1.16058754551626,0.583342091073205,0.320458509690319,0.689308007870265,0.607865574787817,"CAV1/GALNT13/GSK3B/HIPK2/MAP3K12/MAPK1/MLXIPL/PCK1/PLK1/PRKCE/PRKDC/PRKX/TENM1/TFRC",14
"GO:0009064","glutamine family amino acid metabolic process","7/1473","71/18805",0.0985915492957746,1.25866536626412,0.636581999647582,0.320506271175346,0.689308007870265,0.607865574787817,"ALDH5A1/AZIN1/FTCD/GAD1/GAD2/NOS3/SLC38A1",7
"GO:0018107","peptidyl-threonine phosphorylation","7/1473","71/18805",0.0985915492957746,1.25866536626412,0.636581999647582,0.320506271175346,0.689308007870265,0.607865574787817,"CDK10/GSK3B/HIPK2/MAPK1/PDPK1/PLK1/PRKDC",7
"GO:0048002","antigen processing and presentation of peptide antigen","7/1473","71/18805",0.0985915492957746,1.25866536626412,0.636581999647582,0.320506271175346,0.689308007870265,0.607865574787817,"AZGP1/ERAP1/FCGR1A/HLA-DRB5/IFI30/MPEG1/SLC11A1",7
"GO:0006862","nucleotide transport","5/1473","48/18805",0.104166666666667,1.32983989590405,0.667028313206729,0.322226563727146,0.690142691108551,0.608601639363614,"ABCC4/P2RX7/SLC17A9/SLC25A41/SLC25A5",5
"GO:0031295","T cell costimulation","5/1473","48/18805",0.104166666666667,1.32983989590405,0.667028313206729,0.322226563727146,0.690142691108551,0.608601639363614,"CAV1/LGALS1/PDPK1/TNFRSF13C/TNFSF13B",5
"GO:0061383","trabecula morphogenesis","5/1473","48/18805",0.104166666666667,1.32983989590405,0.667028313206729,0.322226563727146,0.690142691108551,0.608601639363614,"DLL4/HEG1/HEY2/PPARGC1B/SLC40A1",5
"GO:0070266","necroptotic process","5/1473","48/18805",0.104166666666667,1.32983989590405,0.667028313206729,0.322226563727146,0.690142691108551,0.608601639363614,"BOK/CAV1/FZD9/MLKL/PRKN",5
"GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","5/1473","48/18805",0.104166666666667,1.32983989590405,0.667028313206729,0.322226563727146,0.690142691108551,0.608601639363614,"ATF4/HIF1A/HSPB1/NOL3/PRKN",5
"GO:0048844","artery morphogenesis","8/1473","83/18805",0.0963855421686747,1.23050245789676,0.613536834026838,0.324132354190148,0.690142691108551,0.608601639363614,"ACVRL1/CITED2/DLL4/EYA1/HEY2/LRP1/PRDM1/TBX2",8
"GO:0070098","chemokine-mediated signaling pathway","8/1473","83/18805",0.0963855421686747,1.23050245789676,0.613536834026838,0.324132354190148,0.690142691108551,0.608601639363614,"CCR10/CX3CR1/CXCL12/CXCR4/GPR35/GPR75/HIF1A/SLIT3",8
"GO:0050866","negative regulation of cell activation","20/1473","227/18805",0.0881057268722467,1.12479850226246,0.55147391781476,0.324587122666227,0.690142691108551,0.608601639363614,"ADAMTS18/CDKN2A/CEBPB/FGR/FN1/GPER1/HLX/IL4I1/IL4R/IRF1/LGALS1/LGALS9/LRRC32/NOS3/PDGFRA/RUNX3/SERPINE2/SYT11/UBASH3B/VSIG4",20
"GO:0022409","positive regulation of cell-cell adhesion","29/1473","337/18805",0.086053412462908,1.09859770628987,0.532444057003362,0.325413108312573,0.690142691108551,0.608601639363614,"ADA/CAV1/CITED2/DOCK8/EGR3/FSTL3/HLA-DRB5/HLX/IL2RG/IL4I1/IL4R/ITPKB/KITLG/LGALS1/LGALS9/NR4A3/PCK1/PDPK1/PLPP3/PRKAA1/RASGRP1/RELA/RUNX3/SELE/SMARCC1/SOX12/TFRC/TNFRSF13C/TNFSF13B",29
"GO:0051492","regulation of stress fiber assembly","9/1473","95/18805",0.0947368421052632,1.209454389538,0.59664572015413,0.326508011288903,0.690142691108551,0.608601639363614,"ARAP1/CLASP2/FHOD1/LPAR1/PPM1E/RAPGEF3/RHOC/TGFB3/TTC8",9
"GO:0030323","respiratory tube development","18/1473","203/18805",0.0886699507389163,1.13200164538039,0.551251390664232,0.326534166717818,0.690142691108551,0.608601639363614,"ADA/BMPR2/CRH/HEG1/HIPK2/JMJD6/KRAS/MAPK1/NOS3/PDGFRA/PKDCC/PLOD3/SIM2/SMPD3/TBX2/TGFB3/TNC/ZFPM2",18
"GO:0006301","postreplication repair","4/1473","37/18805",0.108108108108108,1.38015816223556,0.674773997496557,0.328860561559488,0.690142691108551,0.608601639363614,"FAAP20/PARP10/POLN/REV3L",4
"GO:0007095","mitotic G2 DNA damage checkpoint signaling","4/1473","37/18805",0.108108108108108,1.38015816223556,0.674773997496557,0.328860561559488,0.690142691108551,0.608601639363614,"CDK5RAP3/FOXO4/MBTPS2/PLK1",4
"GO:0021799","cerebral cortex radially oriented cell migration","4/1473","37/18805",0.108108108108108,1.38015816223556,0.674773997496557,0.328860561559488,0.690142691108551,0.608601639363614,"LRP8/P2RY12/RELN/SUN2",4
"GO:0021988","olfactory lobe development","4/1473","37/18805",0.108108108108108,1.38015816223556,0.674773997496557,0.328860561559488,0.690142691108551,0.608601639363614,"ATP1A2/ERBB4/ROBO2/TTC8",4
"GO:0031076","embryonic camera-type eye development","4/1473","37/18805",0.108108108108108,1.38015816223556,0.674773997496557,0.328860561559488,0.690142691108551,0.608601639363614,"CITED2/HIPK2/NES/TBX2",4
"GO:0031114","regulation of microtubule depolymerization","4/1473","37/18805",0.108108108108108,1.38015816223556,0.674773997496557,0.328860561559488,0.690142691108551,0.608601639363614,"CCDC88C/CLASP2/GAS2L2/MID1IP1",4
"GO:0032781","positive regulation of ATP-dependent activity","4/1473","37/18805",0.108108108108108,1.38015816223556,0.674773997496557,0.328860561559488,0.690142691108551,0.608601639363614,"ATP1B2/DNAJB1/DNAJB2/TNNT2",4
"GO:0033144","negative regulation of intracellular steroid hormone receptor signaling pathway","4/1473","37/18805",0.108108108108108,1.38015816223556,0.674773997496557,0.328860561559488,0.690142691108551,0.608601639363614,"CNOT1/CYP7B1/KANK2/LBH",4
"GO:0045920","negative regulation of exocytosis","4/1473","37/18805",0.108108108108108,1.38015816223556,0.674773997496557,0.328860561559488,0.690142691108551,0.608601639363614,"ATP9A/LGALS9/PRKN/SPI1",4
"GO:0046326","positive regulation of D-glucose import","4/1473","37/18805",0.108108108108108,1.38015816223556,0.674773997496557,0.328860561559488,0.690142691108551,0.608601639363614,"KLF15/MEF2A/OSBPL8/SLC1A2",4
"GO:0050685","positive regulation of mRNA processing","4/1473","37/18805",0.108108108108108,1.38015816223556,0.674773997496557,0.328860561559488,0.690142691108551,0.608601639363614,"PRMT5/RBM3/SNRNP70/UPF3B",4
"GO:0051385","response to mineralocorticoid","4/1473","37/18805",0.108108108108108,1.38015816223556,0.674773997496557,0.328860561559488,0.690142691108551,0.608601639363614,"CRH/FOSL1/GPER1/NPAS4",4
"GO:0099171","presynaptic modulation of chemical synaptic transmission","4/1473","37/18805",0.108108108108108,1.38015816223556,0.674773997496557,0.328860561559488,0.690142691108551,0.608601639363614,"ADCY1/CHRM2/GIT1/GSK3B",4
"GO:1903725","regulation of phospholipid metabolic process","4/1473","37/18805",0.108108108108108,1.38015816223556,0.674773997496557,0.328860561559488,0.690142691108551,0.608601639363614,"CHRM5/GNB3/HTR2C/TAFAZZIN",4
"GO:1903749","positive regulation of establishment of protein localization to mitochondrion","4/1473","37/18805",0.108108108108108,1.38015816223556,0.674773997496557,0.328860561559488,0.690142691108551,0.608601639363614,"LEPROT/MICALL2/NPEPPS/PRKAA1",4
"GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","11/1473","119/18805",0.092436974789916,1.18009321855015,0.574532793473076,0.32889163076582,0.690142691108551,0.608601639363614,"C1QL3/ERBB4/ERBIN/FRRS1L/GPC4/GRID2/HSP90AA1/LPAR1/SHISA6/TFRC/VWC2",11
"GO:0070613","regulation of protein processing","6/1473","60/18805",0.1,1.27664630006789,0.62569102226776,0.329144828205458,0.690142691108551,0.608601639363614,"F12/KLKB1/SERPINE1/SERPINE2/SPON1/THBS1",6
"GO:0042471","ear morphogenesis","12/1473","131/18805",0.0916030534351145,1.1694469924286,0.567352522211572,0.329303676278134,0.690142691108551,0.608601639363614,"ATP8A2/CHRNA10/EYA1/LRIG1/MAPK1/MSX1/MYO7A/POU3F4/TBX2/TCAP/TPRN/USH1C",12
"GO:0045471","response to ethanol","12/1473","131/18805",0.0916030534351145,1.1694469924286,0.567352522211572,0.329303676278134,0.690142691108551,0.608601639363614,"CD14/CHRNB2/CLDN5/CRH/GLRA2/GRIN2A/PENK/PRKAA1/PRKCE/SETD7/SLC23A2/TNC",12
"GO:0007098","centrosome cycle","13/1473","143/18805",0.0909090909090909,1.16058754551626,0.561956813086971,0.329362040806219,0.690142691108551,0.608601639363614,"ARL2/CDK11A/CDK11B/CEP68/HAUS7/HAUS8/KAT2A/MCPH1/PLK1/SAC3D1/SGO1/TUBA1A/UXT",13
"GO:0034763","negative regulation of transmembrane transport","13/1473","143/18805",0.0909090909090909,1.16058754551626,0.561956813086971,0.329362040806219,0.690142691108551,0.608601639363614,"ATP1A2/CAV1/GPR35/HAMP/KCNAB1/KCNE4/KCNE5/PRKCE/SLC43A1/SLC43A2/THBS1/TLR9/UBR3",13
"GO:0001325","formation of extrachromosomal circular DNA","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"DNA2/RTEL1",2
"GO:0001768","establishment of T cell polarity","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"CYP26B1/DOCK8",2
"GO:0001787","natural killer cell proliferation","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"EMP2/FCGR3A",2
"GO:0002840","regulation of T cell mediated immune response to tumor cell","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"IL4I1/PRKAA1",2
"GO:0003084","positive regulation of systemic arterial blood pressure","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"HSD11B2/SPX",2
"GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"HEY2/MSX1",2
"GO:0006047","UDP-N-acetylglucosamine metabolic process","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"MGAT1/UAP1L1",2
"GO:0007567","parturition","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"CRH/MAFF",2
"GO:0009209","pyrimidine ribonucleoside triphosphate biosynthetic process","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"NME3/NME4",2
"GO:0010457","centriole-centriole cohesion","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"CEP68/SGO1",2
"GO:0010635","regulation of mitochondrial fusion","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"PRKN/TFRC",2
"GO:0010763","positive regulation of fibroblast migration","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"PRKCE/THBS1",2
"GO:0010889","regulation of triglyceride storage","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"OSBPL8/PLIN2",2
"GO:0015846","polyamine transport","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"ATP13A3/AZIN1",2
"GO:0018230","peptidyl-L-cysteine S-palmitoylation","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"ZDHHC11/ZDHHC3",2
"GO:0018231","peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"ZDHHC11/ZDHHC3",2
"GO:0030007","intracellular potassium ion homeostasis","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"ATP1A2/ATP1B2",2
"GO:0033689","negative regulation of osteoblast proliferation","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"MN1/NELL1",2
"GO:0035332","positive regulation of hippo signaling","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"FRMD6/MAP4K4",2
"GO:0035860","glial cell-derived neurotrophic factor receptor signaling pathway","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"GDF15/PSPN",2
"GO:0043374","CD8-positive, alpha-beta T cell differentiation","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"IRF1/RUNX3",2
"GO:0044070","regulation of monoatomic anion transport","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"GABRE/STC1",2
"GO:0045019","negative regulation of nitric oxide biosynthetic process","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"CAV1/TSPO",2
"GO:0045176","apical protein localization","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"JAM3/SHROOM3",2
"GO:0046007","negative regulation of activated T cell proliferation","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"LGALS9/LRRC32",2
"GO:0046049","UMP metabolic process","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"CDA/UPP1",2
"GO:0048172","regulation of short-term neuronal synaptic plasticity","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"SHISA6/SLC4A10",2
"GO:0048681","negative regulation of axon regeneration","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"EPHA4/TNR",2
"GO:0050930","induction of positive chemotaxis","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"CXCL12/PGF",2
"GO:0055012","ventricular cardiac muscle cell differentiation","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"HEY2/MEF2A",2
"GO:0060009","Sertoli cell development","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"RAB13/SOX8",2
"GO:0070234","positive regulation of T cell apoptotic process","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"LGALS9/P2RX7",2
"GO:0070341","fat cell proliferation","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"PER2/VSTM2A",2
"GO:0070424","regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"ERBIN/SLC15A3",2
"GO:0071599","otic vesicle development","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"EYA1/TCAP",2
"GO:0071696","ectodermal placode development","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"NRG3/TBX2",2
"GO:0086069","bundle of His cell to Purkinje myocyte communication","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"PKP2/SCN5A",2
"GO:0090656","t-circle formation","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"DNA2/RTEL1",2
"GO:0090737","telomere maintenance via telomere trimming","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"DNA2/RTEL1",2
"GO:0098693","regulation of synaptic vesicle cycle","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"LPAR1/RAB3B",2
"GO:1901741","positive regulation of myoblast fusion","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"GDF15/IL4R",2
"GO:1903358","regulation of Golgi organization","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"MAPK1/USP6NL",2
"GO:1904251","regulation of bile acid metabolic process","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"FGFR4/KIT",2
"GO:1904406","negative regulation of nitric oxide metabolic process","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"CAV1/TSPO",2
"GO:2000052","positive regulation of non-canonical Wnt signaling pathway","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"ANKRD6/PLEKHA4",2
"GO:2000671","regulation of motor neuron apoptotic process","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"BAX/MAP3K12",2
"GO:2001028","positive regulation of endothelial cell chemotaxis","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"HSPB1/SEMA5A",2
"GO:2001138","regulation of phospholipid transport","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"ABCA7/ATP8A2",2
"GO:2001140","positive regulation of phospholipid transport","2/1473","15/18805",0.133333333333333,1.70219506675719,0.793125965274876,0.330784952266997,0.690142691108551,0.608601639363614,"ABCA7/ATP8A2",2
"GO:0030032","lamellipodium assembly","7/1473","72/18805",0.0972222222222222,1.24118390284378,0.597741012384156,0.33343702292443,0.690164622115785,0.608620979200328,"ABI3/EPHA2/HSP90AA1/KIT/P2RY12/PTPRO/WASF3",7
"GO:0033363","secretory granule organization","7/1473","72/18805",0.0972222222222222,1.24118390284378,0.597741012384156,0.33343702292443,0.690164622115785,0.608620979200328,"BLOC1S1/CHN2/F2RL3/GARIN1A/MFSD14A/SERPINE2/VPS13B",7
"GO:0046626","regulation of insulin receptor signaling pathway","7/1473","72/18805",0.0972222222222222,1.24118390284378,0.597741012384156,0.33343702292443,0.690164622115785,0.608620979200328,"GKAP1/OSBPL8/PRKAA1/RELA/SORL1/TNS2/TRIM72",7
"GO:1903008","organelle disassembly","7/1473","72/18805",0.0972222222222222,1.24118390284378,0.597741012384156,0.33343702292443,0.690164622115785,0.608620979200328,"CDK5RAP3/KIF5B/PLAAT3/PLIN2/PRKAA1/PRKAA2/TRIM21",7
"GO:0000470","maturation of LSU-rRNA","3/1473","26/18805",0.115384615384615,1.47305342315526,0.703659875312599,0.33348187951136,0.690164622115785,0.608620979200328,"NOP2/RPL35/URB1",3
"GO:0006027","glycosaminoglycan catabolic process","3/1473","26/18805",0.115384615384615,1.47305342315526,0.703659875312599,0.33348187951136,0.690164622115785,0.608620979200328,"HYAL1/HYAL2/LYG1",3
"GO:0009065","glutamine family amino acid catabolic process","3/1473","26/18805",0.115384615384615,1.47305342315526,0.703659875312599,0.33348187951136,0.690164622115785,0.608620979200328,"GAD1/GAD2/NOS3",3
